Time [d]	target cell [K]
7.652395833	23.7564354
7.653090278	23.7760563
7.653784722	23.7612305
7.654479167	23.781126
7.655173611	23.7592812
7.655868056	23.7777863
7.6565625	23.7652092
7.657256944	23.7721348
7.657951389	23.7703991
7.658645833	23.7732582
7.659340278	23.7867393
7.660034722	23.7882404
7.660729167	23.7725887
7.661423611	23.7779179
7.662118056	23.753315
7.6628125	23.7871704
7.663506944	23.7917728
7.664201389	23.7939091
7.664895833	23.7831535
7.665590278	23.7668438
7.666284722	23.7522182
7.666979167	23.7571239
7.667673611	23.7597561
7.668368056	23.760685
7.6690625	23.7728004
7.669756944	23.7812119
7.670451389	23.7783756
7.671145833	23.7799454
7.671840278	23.7849064
7.672534722	23.7756252
7.673229167	23.7530384
7.673923611	23.7895927
7.674618056	23.7757397
7.6753125	23.7847404
7.676006944	23.7631168
7.676701389	23.7652512
7.677395833	23.7846718
7.678090278	23.7702732
7.678784722	23.7789841
7.679479167	23.783968
7.680173611	23.777895
7.680868056	23.784626
7.6815625	23.7862415
7.682256944	23.7817974
7.682951389	23.7545815
7.683645833	23.7898388
7.684340278	23.7616539
7.685034722	23.7614765
7.685729167	23.7535038
7.686423611	23.7842827
7.687118056	23.780262
7.6878125	23.777729
7.688506944	23.757967
7.689201389	23.7636967
7.689895833	23.7794018
7.690590278	23.7876225
7.691284722	23.789753
7.691979167	23.7770233
7.692673611	23.770628
7.693368056	23.7812576
7.6940625	23.7801247
7.694756944	23.7725601
7.695451389	23.7860298
7.696145833	23.7558212
7.696840278	23.764286
7.697534722	23.767189
7.698229167	23.7573299
7.698923611	23.7819462
7.699618056	23.7874451
7.7003125	23.7582359
7.701006944	23.7558727
7.701701389	23.7893009
7.702395833	23.7699394
7.703090278	23.7582588
7.703784722	23.7562981
7.704479167	23.7908058
7.705173611	23.771431
7.705868056	23.7886066
7.7065625	23.7729435
7.707256944	23.757761
7.707951389	23.7642059
7.708645833	23.7827644
7.709340278	23.7820721
7.710034722	23.7633858
7.710729167	23.773138
7.711423611	23.7829018
7.712118056	23.7529011
7.7128125	23.7806625
7.713506944	23.7602844
7.714201389	23.7882061
7.714895833	23.7815266
7.715590278	23.7839737
7.716284722	23.7693157
7.716979167	23.7751617
7.717673611	23.788538
7.718368056	23.7590904
7.7190625	23.7721748
7.719756944	23.766592
7.720451389	23.7571697
7.721145833	23.7807598
7.721840278	23.7891502
7.722534722	23.7860928
7.723229167	23.756073
7.723923611	23.781086
7.724618056	23.7625732
7.7253125	23.7641373
7.726006944	23.7834473
7.726701389	23.7792473
7.727395833	23.7737293
7.728090278	23.75667
7.728784722	23.7738037
7.729479167	23.7606049
7.730173611	23.7853203
7.730868056	23.7552757
7.7315625	23.757164
7.732256944	23.7812119
7.732951389	23.7691612
7.733645833	23.7854004
7.734340278	23.7735462
7.735034722	23.7775173
7.735729167	23.7763538
7.736423611	23.7824154
7.737118056	23.7487869
7.7378125	23.7767029
7.738506944	23.7651176
7.739201389	23.7632771
7.739895833	23.7549438
7.740590278	23.7793903
7.741284722	23.7709026
7.741979167	23.7549038
7.742673611	23.7808113
7.743368056	23.7901192
7.7440625	23.7757683
7.744756944	23.7818432
7.745451389	23.7722435
7.746145833	23.7631855
7.746840278	23.780262
7.747534722	23.7733841
7.748229167	23.7872448
7.748923611	23.7751675
7.749618056	23.7869053
7.7503125	23.7594986
7.751006944	23.7746105
7.751701389	23.761076
7.752395833	23.7764626
7.753090278	23.7708397
7.753784722	23.7769489
7.754479167	23.7554264
7.755173611	23.7597961
7.755868056	23.754118
7.7565625	23.7827015
7.757256944	23.7623196
7.757951389	23.7559643
7.758645833	23.7851715
7.759340278	23.7711258
7.760034722	23.7639942
7.760729167	23.7549953
7.761423611	23.782547
7.762118056	23.788847
7.7628125	23.7923412
7.763506944	23.7520123
7.764201389	23.7799339
7.764895833	23.7855377
7.765590278	23.7596931
7.766284722	23.7856579
7.766979167	23.7636909
7.767673611	23.7571297
7.768368056	23.7565155
7.7690625	23.7751675
7.769756944	23.7756996
7.770451389	23.7923927
7.771145833	23.7893524
7.771840278	23.7871933
7.772534722	23.784832
7.773229167	23.7875767
7.773923611	23.7877254
7.774618056	23.7577953
7.7753125	23.7710915
7.776006944	23.7883263
7.776701389	23.7692928
7.777395833	23.7506351
7.778090278	23.7667007
7.778784722	23.7549438
7.779479167	23.7884064
7.780173611	23.789959
7.780868056	23.7871761
7.7815625	23.7574329
7.782256944	23.7629452
7.782951389	23.7805824
7.783645833	23.7741299
7.784340278	23.7526035
7.785034722	23.7791615
7.785729167	23.7628422
7.786423611	23.7591934
7.787118056	23.7688847
7.787824074	23.7723942
7.788518519	23.7855606
7.789212963	23.7910633
7.789907407	23.7753391
7.790601852	23.7764339
7.791296296	23.7527866
7.791990741	23.7783184
7.792685185	23.7958965
7.79337963	23.7896614
7.794074074	23.7564182
7.794768519	23.7796364
7.795462963	23.7575645
7.796157407	23.7724457
7.796851852	23.7521267
7.797546296	23.7745419
7.798240741	23.762722
7.798935185	23.7668438
7.79962963	23.7744446
7.800324074	23.7849522
7.801018519	23.7708626
7.801712963	23.7755222
7.802407407	23.7684441
7.803101852	23.7568016
7.803796296	23.7825527
7.804490741	23.7829762
7.805185185	23.7785587
7.80587963	23.7834415
7.806574074	23.7807541
7.807268519	23.755024
7.807962963	23.7886753
7.808657407	23.7654972
7.809351852	23.7624912
7.810046296	23.7835331
7.810740741	23.7727661
7.811435185	23.7850227
7.81212963	23.7788067
7.812824074	23.7684441
7.813518519	23.7832413
7.814212963	23.7888355
7.814907407	23.7740097
7.815601852	23.7857208
7.816296296	23.7564125
7.816990741	23.7847977
7.817685185	23.7752304
7.81837963	23.7574444
7.819074074	23.7599106
7.819768519	23.792696
7.820462963	23.760479
7.821157407	23.754921
7.821851852	23.7887783
7.822546296	23.7577095
7.823240741	23.7716599
7.823935185	23.7793102
7.82462963	23.7821064
7.825324074	23.7715969
7.826018519	23.7808971
7.826712963	23.7899246
7.827407407	23.7567158
7.828101852	23.7747154
7.828796296	23.7601414
7.829490741	23.7560043
7.830185185	23.7661095
7.83087963	23.7860012
7.831574074	23.7558842
7.832268519	23.756958
7.832962963	23.7700939
7.833657407	23.7813492
7.834351852	23.7662716
7.835046296	23.7540207
7.835740741	23.7896614
7.836435185	23.7794189
7.83712963	23.7540321
7.837824074	23.7800217
7.838518519	23.7824783
7.839212963	23.7894783
7.839907407	23.7575302
7.840601852	23.7542839
7.841296296	23.7775288
7.841990741	23.7701416
7.842685185	23.7718201
7.84337963	23.7693043
7.844074074	23.7817001
7.844768519	23.7645741
7.845462963	23.7769604
7.846157407	23.7824726
7.846851852	23.7750988
7.847546296	23.7914753
7.848240741	23.7799168
7.848935185	23.7559357
7.84962963	23.7863331
7.850324074	23.7937546
7.851018519	23.758461
7.851712963	23.7824497
7.852407407	23.7562752
7.853101852	23.7694817
7.853796296	23.7930965
7.854490741	23.7823067
7.855185185	23.7829533
7.85587963	23.7789326
7.856574074	23.7822094
7.857268519	23.7900448
7.857962963	23.7841682
7.858657407	23.7799797
7.859351852	23.7920666
7.860046296	23.7867622
7.860740741	23.787508
7.861435185	23.7750874
7.86212963	23.7717972
7.862824074	23.760973
7.863518519	23.75527
7.864212963	23.789587
7.864907407	23.7654457
7.865601852	23.7580814
7.866296296	23.7783184
7.866990741	23.7790985
7.867685185	23.7596989
7.86837963	23.7769661
7.869074074	23.7900047
7.869768519	23.7556667
7.870462963	23.7740955
7.871157407	23.7619476
7.871851852	23.7771378
7.872546296	23.7596989
7.873240741	23.7868538
7.873935185	23.7763023
7.87462963	23.7847404
7.875324074	23.7565269
7.876018519	23.7698765
7.876712963	23.769968
7.877407407	23.766552
7.878101852	23.7678242
7.878796296	23.7763824
7.879490741	23.7690277
7.880185185	23.7553673
7.88087963	23.7667637
7.881574074	23.7717342
7.882268519	23.7627335
7.882962963	23.7781353
7.883657407	23.7766571
7.884351852	23.7636623
7.885046296	23.7868195
7.885740741	23.7892437
7.886435185	23.7619305
7.88712963	23.7620792
7.887824074	23.7628765
7.888518519	23.7885666
7.889212963	23.7843227
7.889907407	23.7578526
7.890601852	23.7576618
7.891296296	23.7667694
7.891990741	23.7660465
7.892685185	23.7869053
7.89337963	23.7605534
7.894074074	23.7578926
7.894768519	23.7744904
7.895462963	23.7716026
7.896157407	23.77491
7.896851852	23.7705364
7.897546296	23.7670898
7.898240741	23.772089
7.898935185	23.7843399
7.89962963	23.7585468
7.900324074	23.7830734
7.901018519	23.7632828
7.901712963	23.7715683
7.902407407	23.7832813
7.903101852	23.7746105
7.903796296	23.7780037
7.904490741	23.7890415
7.905185185	23.7803478
7.90587963	23.7824211
7.906574074	23.7878456
7.907268519	23.7590561
7.907962963	23.7600136
7.908657407	23.7674694
7.909351852	23.7927475
7.910046296	23.7953529
7.910740741	23.7767601
7.911435185	23.7544727
7.91212963	23.7840481
7.912824074	23.7858582
7.913518519	23.7784386
7.914212963	23.7753735
7.914907407	23.7693787
7.915601852	23.7758541
7.916296296	23.7565498
7.916990741	23.7800331
7.917685185	23.7813206
7.91837963	23.7901707
7.919074074	23.78088
7.919768519	23.7711258
7.920462963	23.7743359
7.921157407	23.7608566
7.921851852	23.7575531
7.922546296	23.7635307
7.923240741	23.7620792
7.923935185	23.7738667
7.92462963	23.7869816
7.925324074	23.7522125
7.926018519	23.7621021
7.926712963	23.7787552
7.927407407	23.7575073
7.928101852	23.7511158
7.928796296	23.7640629
7.929490741	23.7800388
7.930185185	23.7711487
7.93087963	23.784832
7.931574074	23.7876511
7.932268519	23.7690506
7.932962963	23.7619076
7.933657407	23.7808914
7.934351852	23.7700882
7.935046296	23.77738
7.935740741	23.757473
7.936435185	23.7712479
7.93712963	23.7713909
7.937824074	23.7721004
7.938518519	23.7722034
7.939212963	23.7949448
7.939907407	23.7823982
7.940601852	23.7788525
7.941296296	23.7554893
7.941990741	23.7875996
7.942685185	23.7880459
7.94337963	23.7846432
7.944074074	23.7789268
7.944768519	23.762291
7.945462963	23.7973499
7.946157407	23.7797279
7.946851852	23.7839622
7.947546296	23.7637081
7.948252315	23.7542725
7.948946759	23.7756882
7.949641204	23.7682838
7.950335648	23.7875366
7.951030093	23.7838821
7.951724537	23.7765484
7.952418981	23.7576275
7.953113426	23.7834587
7.95380787	23.7762508
7.954502315	23.7659664
7.955196759	23.752264
7.955891204	23.7839451
7.956585648	23.7697563
7.957280093	23.7617245
7.957974537	23.7566929
7.958668981	23.7662601
7.959363426	23.7730236
7.96005787	23.8004799
7.960752315	23.7720718
7.961446759	23.7577496
7.962141204	23.7885437
7.962835648	23.765955
7.963530093	23.7921124
7.964224537	23.7828159
7.964918981	23.7579498
7.965613426	23.7638054
7.96630787	23.7926903
7.967002315	23.7858353
7.967696759	23.7802734
7.968391204	23.7738209
7.969085648	23.7848377
7.969780093	23.7633629
7.970474537	23.7894897
7.971168981	23.7576981
7.971863426	23.765955
7.97255787	23.7568073
7.973252315	23.770134
7.973946759	23.7772598
7.974641204	23.7637882
7.975335648	23.7851543
7.976030093	23.7599163
7.976724537	23.7778549
7.977418981	23.7893238
7.978113426	23.7851257
7.97880787	23.758007
7.979502315	23.7768631
7.980196759	23.7658176
7.980891204	23.7552013
7.981585648	23.7899361
7.982280093	23.7903366
7.982974537	23.7859497
7.983668981	23.7817745
7.984363426	23.7762165
7.98505787	23.7700882
7.985752315	23.7790413
7.986446759	23.7728806
7.987141204	23.7786808
7.987835648	23.75247
7.988530093	23.7630253
7.989224537	23.7616367
7.989918981	23.7500439
7.990613426	23.7876453
7.99130787	23.7762165
7.992002315	23.7692642
7.992696759	23.7887325
7.993391204	23.7732582
7.994085648	23.7799225
7.994780093	23.757864
7.995474537	23.7834244
7.996168981	23.7534523
7.996863426	23.7783127
7.99755787	23.7616196
7.998252315	23.7837334
7.998946759	23.7830906
7.999641204	23.7803478
8.000335648	23.759304
8.001030093	23.775774
8.001724537	23.7623367
8.002418981	23.7638454
8.003113426	23.7572613
8.00380787	23.7823067
8.004502315	23.767498
8.005196759	23.7656746
8.005891204	23.760622
8.006585648	23.7567215
8.007280093	23.7789955
8.007974537	23.7722435
8.008668981	23.7704277
8.009363426	23.7647743
8.01005787	23.7723541
8.010752315	23.7544899
8.011446759	23.7669525
8.012141204	23.7832127
8.012835648	23.7848492
8.013530093	23.7581902
8.014224537	23.7909889
8.014918981	23.7601299
8.015613426	23.7637596
8.01630787	23.7791786
8.017002315	23.7837734
8.017696759	23.7922039
8.018391204	23.7504959
8.019085648	23.7627563
8.019780093	23.7609329
8.020474537	23.7549896
8.021168981	23.7863102
8.021863426	23.7580414
8.02255787	23.7773342
8.023252315	23.7552357
8.023946759	23.7554836
8.024641204	23.7601757
8.025335648	23.7575016
8.026030093	23.7806683
8.026724537	23.7539387
8.027418981	23.7830734
8.028113426	23.7863331
8.02880787	23.775322
8.029502315	23.7758255
8.030196759	23.7538414
8.030891204	23.7869511
8.031585648	23.7630196
8.032280093	23.7605076
8.032974537	23.7898388
8.033668981	23.7549553
8.034363426	23.7809372
8.03505787	23.7726746
8.035752315	23.7624798
8.036446759	23.7662258
8.037141204	23.762785
8.037835648	23.755373
8.038530093	23.788475
8.039224537	23.7749615
8.039918981	23.7846317
8.040613426	23.7643337
8.04130787	23.7794132
8.042002315	23.7807312
8.042696759	23.7831535
8.043391204	23.7615108
8.044085648	23.7654915
8.044780093	23.7822037
8.045474537	23.7928619
8.046168981	23.7811546
8.046863426	23.7894955
8.04755787	23.7784557
8.048252315	23.7542324
8.048946759	23.7636566
8.049641204	23.7830219
8.050335648	23.7803364
8.051030093	23.7631226
8.051724537	23.7615395
8.052418981	23.778038
8.053113426	23.7694931
8.05380787	23.787508
8.054502315	23.7568531
8.055196759	23.7885952
8.055891204	23.7741585
8.056585648	23.7827301
8.057280093	23.7524242
8.057974537	23.770565
8.058668981	23.7887268
8.059363426	23.7644939
8.06005787	23.7824783
8.060752315	23.7686672
8.061446759	23.7584667
8.062141204	23.7841682
8.062835648	23.7940464
8.063530093	23.7831249
8.064224537	23.7773514
8.064918981	23.7787094
8.065613426	23.7705307
8.06630787	23.7706566
8.067002315	23.7700939
8.067696759	23.781189
8.068391204	23.7781582
8.069085648	23.7845459
8.069780093	23.7564125
8.070474537	23.7715511
8.071168981	23.7816315
8.071863426	23.7848091
8.07255787	23.7616768
8.073252315	23.7568474
8.073946759	23.7801762
8.074641204	23.7972069
8.075335648	23.7692757
8.076030093	23.7768459
8.076724537	23.7580872
8.077418981	23.7956963
8.078113426	23.7721977
8.07880787	23.7869225
8.079502315	23.7840424
8.080196759	23.7827187
8.080891204	23.7686214
8.081585648	23.7572269
8.082280093	23.7789955
8.082974537	23.7776146
8.083668981	23.7760563
8.084363426	23.7912464
8.08505787	23.7550354
8.085752315	23.7750587
8.086446759	23.7674809
8.087141204	23.7882175
8.087835648	23.7670841
8.088530093	23.7726631
8.089224537	23.7782497
8.089918981	23.7770748
8.090613426	23.778038
8.09130787	23.775322
8.092002315	23.7836132
8.092696759	23.768816
8.093391204	23.7524529
8.094085648	23.7858582
8.094780093	23.7753792
8.095474537	23.7712593
8.096168981	23.7561779
8.096863426	23.7811146
8.09755787	23.7945385
8.098252315	23.7872334
8.098946759	23.7834244
8.099641204	23.7931137
8.100335648	23.7779636
8.101030093	23.7871304
8.101724537	23.7815685
8.102418981	23.7900963
8.103113426	23.7866077
8.10380787	23.7678471
8.104502315	23.7856064
8.105196759	23.7908859
8.105891204	23.7858639
8.106585648	23.7541523
8.107280093	23.7554436
8.107974537	23.7831535
8.108668981	23.7777061
8.109363426	23.7759933
8.11005787	23.7924614
8.110752315	23.7539387
8.111446759	23.7811489
8.112141204	23.7671432
8.112835648	23.774147
8.113530093	23.7881775
8.114224537	23.7906456
8.114918981	23.7897129
8.115613426	23.765686
8.11630787	23.762579
8.117002315	23.7899647
8.117696759	23.7569866
8.118391204	23.7952728
8.119085648	23.777317
8.119780093	23.7886982
8.120474537	23.7601528
8.121168981	23.7786121
8.121863426	23.7864475
8.12255787	23.7575302
8.123252315	23.7858753
8.123946759	23.77672
8.124641204	23.786396
8.125335648	23.7703762
8.126030093	23.7661915
8.126724537	23.770668
8.127418981	23.7684898
8.128113426	23.7824669
8.12880787	23.7555122
8.129502315	23.7518272
8.130196759	23.7602501
8.130891204	23.7615051
8.131585648	23.7436848
8.132280093	23.7798195
8.132974537	23.7739697
8.133668981	23.7610359
8.134363426	23.7538414
8.13505787	23.7818947
8.135752315	23.7653942
8.136446759	23.7638912
8.137141204	23.7545242
8.137835648	23.7773571
8.138530093	23.7698135
8.139224537	23.7467957
8.139918981	23.7705936
8.140613426	23.7645741
8.14130787	23.7704105
8.142002315	23.7558441
8.142696759	23.7737236
8.143391204	23.7434196
8.144085648	23.7622337
8.144780093	23.77108
8.145474537	23.7483101
8.146168981	23.7690964
8.146863426	23.768507
8.14755787	23.745636
8.148252315	23.7512665
8.148946759	23.7584419
8.149641204	23.7737579
8.150335648	23.7464104
8.151030093	23.758913
8.151724537	23.7693329
8.152418981	23.7698021
8.153113426	23.7710056
8.15380787	23.7681065
8.154502315	23.7742558
8.155196759	23.7791042
8.155891204	23.7457275
8.156585648	23.7619762
8.157280093	23.7613735
8.157974537	23.7467899
8.158668981	23.7728634
8.159363426	23.7660465
8.16005787	23.7762566
8.160752315	23.769062
8.161446759	23.774622
8.162141204	23.7691212
8.162835648	23.7481728
8.163530093	23.7515068
8.164224537	23.7766743
8.164930556	23.7553215
8.165625	23.7828445
8.166319444	23.7663746
8.167013889	23.7649517
8.167708333	23.7608109
8.168402778	23.7537441
8.169097222	23.7441769
8.169791667	23.7688847
8.170486111	23.7444477
8.171180556	23.7753792
8.171875	23.7531643
8.172569444	23.7541065
8.173263889	23.7488842
8.173958333	23.7693043
8.174652778	23.7484589
8.175347222	23.7628365
8.176041667	23.7704678
8.176736111	23.7811146
8.177430556	23.7748299
8.178125	23.7821636
8.178819444	23.7661209
8.179513889	23.7491016
8.180208333	23.7634201
8.180902778	23.7454052
8.181597222	23.7452965
8.182291667	23.7762337
8.182986111	23.7474556
8.183680556	23.7441025
8.184375	23.767355
8.185069444	23.7508469
8.185763889	23.7694244
8.186458333	23.7614651
8.187152778	23.7502384
8.187847222	23.77911
8.188541667	23.7436447
8.189236111	23.7701645
8.189930556	23.7495384
8.190625	23.7434196
8.191319444	23.7425938
8.192013889	23.7680302
8.192708333	23.7750587
8.193402778	23.7774315
8.194097222	23.7461414
8.194791667	23.7685757
8.195486111	23.7737637
8.196180556	23.7454586
8.196875	23.7471504
8.197569444	23.7724342
8.198263889	23.7458477
8.198958333	23.7451534
8.199652778	23.7517929
8.200347222	23.7691898
8.201041667	23.7689304
8.201736111	23.7544098
8.202430556	23.7803478
8.203125	23.7741871
8.203819444	23.7805538
8.204513889	23.7690792
8.205208333	23.7854404
8.205902778	23.7487755
8.206597222	23.7529812
8.207291667	23.7525806
8.207986111	23.7736263
8.208680556	23.7704277
8.209375	23.7568073
8.210069444	23.7606792
8.210763889	23.76791
8.211458333	23.7864075
8.212152778	23.7653427
8.212847222	23.7663574
8.213541667	23.752264
8.214236111	23.7730865
8.214930556	23.7576389
8.215625	23.7646885
8.216319444	23.749136
8.217013889	23.7826557
8.217708333	23.7499752
8.218402778	23.7757969
8.219097222	23.7454929
8.219791667	23.7746334
8.220486111	23.7586899
8.221180556	23.7464333
8.221875	23.7619934
8.222569444	23.7479324
8.223263889	23.7789841
8.223958333	23.7713394
8.224652778	23.7518921
8.225347222	23.7670212
8.226041667	23.772337
8.226736111	23.7840366
8.227430556	23.7499466
8.228125	23.7455273
8.228819444	23.7612762
8.229513889	23.7523098
8.230208333	23.7808571
8.230902778	23.7566242
8.231597222	23.7455101
8.232291667	23.7472248
8.232986111	23.7534237
8.233680556	23.7693844
8.234375	23.7843113
8.235069444	23.7653255
8.235763889	23.7772427
8.236458333	23.7736206
8.237152778	23.7555695
8.237847222	23.7743759
8.238541667	23.7745533
8.239236111	23.762722
8.239930556	23.7549839
8.240625	23.7681122
8.241319444	23.7583961
8.242013889	23.7724628
8.242708333	23.7690849
8.243402778	23.7589188
8.244097222	23.7465534
8.244791667	23.7719002
8.245486111	23.7759647
8.246180556	23.7795219
8.246875	23.7671547
8.247569444	23.7733727
8.248263889	23.7609444
8.248958333	23.7638226
8.249652778	23.7791615
8.250347222	23.768198
8.251041667	23.7482185
8.251736111	23.7428226
8.252430556	23.74687
8.253125	23.7798595
8.253819444	23.7783985
8.254513889	23.7787437
8.255208333	23.7761135
8.255902778	23.7537327
8.256597222	23.7761192
8.257291667	23.7625847
8.257986111	23.7446823
8.258680556	23.7450333
8.259375	23.7711487
8.260069444	23.7682381
8.260763889	23.7901478
8.261458333	23.7629051
8.262152778	23.7520351
8.262847222	23.7453594
8.263541667	23.7514725
8.264236111	23.7760162
8.264930556	23.7727547
8.265625	23.7715168
8.266319444	23.7705364
8.267013889	23.7468929
8.267708333	23.7797794
8.268402778	23.7600555
8.269097222	23.750927
8.269791667	23.7701988
8.270486111	23.7559528
8.271180556	23.767767
8.271875	23.7503586
8.272569444	23.7828903
8.273263889	23.7739296
8.273958333	23.7445679
8.274652778	23.7499466
8.275347222	23.7650032
8.276041667	23.7492466
8.276736111	23.7635536
8.277430556	23.7721806
8.278125	23.7721405
8.278819444	23.7849884
8.279513889	23.7504673
8.280208333	23.7713451
8.280902778	23.7721691
8.281597222	23.7563896
8.282291667	23.7756252
8.282986111	23.7779007
8.283680556	23.7758884
8.284375	23.7504501
8.285069444	23.7763824
8.285763889	23.7748241
8.286458333	23.7744904
8.287152778	23.7668438
8.287847222	23.7739983
8.288541667	23.7453938
8.289236111	23.7734776
8.289930556	23.766552
8.290625	23.7475071
8.291319444	23.7460842
8.292013889	23.7804165
8.292708333	23.7784843
8.293402778	23.7745705
8.294097222	23.7758026
8.294791667	23.7770863
8.295486111	23.7528324
8.296180556	23.7428627
8.296875	23.7481327
8.297569444	23.7759418
8.298263889	23.749361
8.298958333	23.7772141
8.299652778	23.7764168
8.300347222	23.7766972
8.301041667	23.7451992
8.301736111	23.7478161
8.302430556	23.7743759
8.303125	23.7691326
8.303819444	23.748867
8.304513889	23.7808399
8.305208333	23.7826042
8.305902778	23.7684841
8.306597222	23.7644711
8.307291667	23.7760334
8.307986111	23.7479553
8.308680556	23.7646885
8.309375	23.762722
8.310069444	23.7730179
8.310763889	23.7619019
8.311458333	23.7516956
8.312152778	23.7782955
8.312847222	23.7634964
8.313541667	23.7507381
8.314236111	23.766449
8.314930556	23.7639484
8.315625	23.7755737
8.316319444	23.7650433
8.317013889	23.7746277
8.317708333	23.7523155
8.318402778	23.7561531
8.319097222	23.7544956
8.319791667	23.7752075
8.320486111	23.7685413
8.321180556	23.7592754
8.321875	23.7734585
8.322569444	23.7461987
8.323263889	23.7788467
8.323958333	23.78269
8.324652778	23.779665
8.325347222	23.7441483
8.326041667	23.7553158
8.326736111	23.7801018
8.327430556	23.7729034
8.328125	23.7687302
8.328819444	23.7463818
8.329513889	23.7639713
8.330208333	23.7473927
8.330902778	23.7473927
8.331597222	23.7632084
8.332291667	23.7769203
8.332986111	23.750021
8.333680556	23.760479
8.334375	23.7529812
8.335069444	23.7737064
8.335763889	23.7760048
8.336458333	23.7673035
8.337152778	23.7566814
8.337847222	23.7592812
8.338541667	23.7579155
8.339236111	23.7538643
8.339930556	23.75811
8.340625	23.752924
8.341319444	23.7793674
8.342013889	23.7778549
8.342708333	23.7743301
8.343402778	23.7783127
8.344097222	23.7678986
8.344791667	23.7724228
8.345486111	23.7460957
8.346180556	23.747139
8.346875	23.7789669
8.347569444	23.7639828
8.348263889	23.7585869
8.348958333	23.7820492
8.349652778	23.7500782
8.350347222	23.7721806
8.351041667	23.7590103
8.351736111	23.768198
8.352430556	23.7735348
8.353125	23.7594471
8.353819444	23.7449131
8.354513889	23.7547894
8.355208333	23.7505894
8.355902778	23.7427769
8.356597222	23.7698708
8.357291667	23.7569351
8.357986111	23.7766457
8.358680556	23.7636452
8.359375	23.7653942
8.360069444	23.7772827
8.360763889	23.7750015
8.361458333	23.7682896
8.362152778	23.7710972
8.362847222	23.7561073
8.363541667	23.7452736
8.364236111	23.7635651
8.364930556	23.7757168
8.365625	23.7553158
8.366319444	23.7438908
8.367013889	23.7663517
8.367708333	23.7601528
8.368402778	23.780365
8.369097222	23.7712421
8.369791667	23.7713852
8.370486111	23.7709827
8.371180556	23.7709255
8.371875	23.7795162
8.372569444	23.7619591
8.373263889	23.774622
8.373958333	23.7572899
8.374652778	23.7689018
8.375347222	23.7670612
8.376041667	23.765892
8.376736111	23.750473
8.377430556	23.7452393
8.378125	23.7468185
8.378819444	23.7620621
8.379513889	23.7444878
8.380208333	23.7626534
8.380902778	23.7715454
8.381597222	23.7805367
8.382291667	23.7805138
8.382986111	23.7624798
8.383680556	23.7629681
8.384375	23.7551842
8.385069444	23.7706566
8.385763889	23.7452049
8.386458333	23.762991
8.387152778	23.7801361
8.387847222	23.7745819
8.388541667	23.7464848
8.389236111	23.7678127
8.389930556	23.7647457
8.390625	23.7737408
8.391319444	23.7765656
8.392013889	23.7655487
8.392708333	23.7469845
8.393402778	23.758667
8.394097222	23.7790928
8.394791667	23.7697506
8.395486111	23.7722263
8.396180556	23.7581558
8.396875	23.7733326
8.397569444	23.7717743
8.398263889	23.7769718
8.398958333	23.7415714
8.399652778	23.7530155
8.400347222	23.7830391
8.401041667	23.7616081
8.401736111	23.7879944
8.402430556	23.7639713
8.403125	23.7854919
8.403819444	23.7637596
8.404513889	23.778307
8.405208333	23.7846375
8.405902778	23.7452564
8.406597222	23.7736835
8.407291667	23.7424374
8.407986111	23.7533092
8.408680556	23.7565956
8.409375	23.746336
8.410069444	23.7449875
8.410763889	23.7653542
8.411458333	23.7432537
8.412152778	23.7491016
8.412847222	23.7809315
8.413541667	23.7445908
8.414236111	23.7609272
8.414930556	23.7483215
8.415625	23.778841
8.416319444	23.7820549
8.417013889	23.7469559
8.417708333	23.7688847
8.418402778	23.7436333
8.419097222	23.784935
8.419803241	23.7480068
8.420497685	23.758564
8.42119213	23.744339
8.421886574	23.7685642
8.422581019	23.7781124
8.423275463	23.7432308
8.423969907	23.7733383
8.424664352	23.7529182
8.425358796	23.7783413
8.426053241	23.782238
8.426747685	23.7799854
8.42744213	23.7667522
8.428136574	23.7523785
8.428831019	23.7818489
8.429525463	23.7688274
8.430219907	23.7510586
8.430914352	23.758419
8.431608796	23.7798882
8.432303241	23.7769146
8.432997685	23.7489471
8.43369213	23.7452564
8.434386574	23.7467327
8.435081019	23.7753906
8.435775463	23.7702217
8.436469907	23.7484245
8.437164352	23.7791843
8.437858796	23.7614136
8.438553241	23.7611103
8.439247685	23.7897415
8.43994213	23.7672062
8.440636574	23.7768574
8.441331019	23.7492867
8.442025463	23.7830505
8.442719907	23.7626591
8.443414352	23.7845745
8.444108796	23.7462101
8.444803241	23.7761421
8.445497685	23.7562408
8.44619213	23.7826557
8.446886574	23.7739124
8.447581019	23.7780037
8.448275463	23.7613049
8.448969907	23.7763996
8.449664352	23.7725143
8.450358796	23.7570038
8.451053241	23.7491016
8.451747685	23.7693157
8.45244213	23.7582073
8.453136574	23.771225
8.453831019	23.7476616
8.454525463	23.7496529
8.455219907	23.7632828
8.455914352	23.760273
8.456608796	23.7553501
8.457303241	23.7727489
8.457997685	23.7802906
8.45869213	23.7635822
8.459386574	23.7596931
8.460081019	23.7578468
8.460775463	23.7717514
8.461469907	23.7780094
8.462164352	23.778904
8.462858796	23.7826557
8.463553241	23.7715111
8.464247685	23.7779579
8.46494213	23.7820549
8.465636574	23.7510014
8.466331019	23.7473297
8.467025463	23.7678757
8.467719907	23.7796535
8.468414352	23.7588501
8.469108796	23.7682896
8.469803241	23.755621
8.470497685	23.7640858
