Time [d]	target cell [K]
5.534907407	304.0985413
5.535601852	304.0949707
5.536296296	304.093811
5.536990741	304.0883789
5.537685185	304.0833435
5.53837963	304.0805359
5.539074074	304.0749512
5.539768519	304.0710754
5.540462963	304.0663757
5.541157407	304.0655823
5.541851852	304.058075
5.542546296	304.053009
5.543240741	304.0491028
5.543935185	304.0470886
5.54462963	304.041748
5.545324074	304.0369568
5.546018519	304.0314941
5.546712963	304.0270996
5.547407407	304.024292
5.548101852	304.0189819
5.548796296	304.0131836
5.549490741	304.0105896
5.550185185	304.0046387
5.55087963	303.9998169
5.551574074	303.9959106
5.552268519	303.9901733
5.552962963	303.9848938
5.553657407	303.9804382
5.554351852	303.9769897
5.555046296	303.9718933
5.555740741	303.9665222
5.556435185	303.9618225
5.55712963	303.9588013
5.557824074	303.9538574
5.558518519	303.9490662
5.559212963	303.9456787
5.559907407	303.9415283
5.560601852	303.9350586
5.561296296	303.9317322
5.561990741	303.9281006
5.562685185	303.9281921
5.56337963	303.9261169
5.564074074	303.9279785
5.564768519	303.9367981
5.565462963	303.9336548
5.566157407	303.9284973
5.566851852	303.9231262
5.567546296	303.9158936
5.568240741	303.9129333
5.568935185	303.9072876
5.56962963	303.9151001
5.570324074	303.933136
5.571018519	303.9305725
5.571712963	303.930481
5.572407407	303.9255981
5.573101852	303.9120483
5.573796296	303.894104
5.574490741	303.8708496
5.575185185	303.861969
5.57587963	303.8598328
5.576574074	303.8476257
5.577268519	303.8407593
5.577962963	303.8361816
5.578657407	303.8280334
5.579351852	303.8218689
5.580046296	303.8169556
5.580740741	303.8093567
5.581435185	303.8026733
5.58212963	303.7944031
5.582824074	303.7872009
5.583518519	303.7783508
5.584212963	303.7712708
5.584907407	303.7663269
5.585601852	303.7643433
5.586296296	303.7662659
5.586990741	303.7707214
5.587685185	303.8017273
5.58837963	303.8070984
5.589074074	303.8164368
5.589768519	303.8218079
5.590462963	303.838501
5.591157407	303.8382568
5.591851852	303.7113037
5.592546296	303.0829773
5.593240741	301.037262
5.593935185	300.4816284
5.59462963	297.9789124
5.595324074	298.1871643
5.596018519	295.0917053
5.596712963	296.4087524
5.597407407	295.0456238
5.598101852	293.8725281
5.598796296	293.2339478
5.599490741	293.1828918
5.600185185	292.7715454
5.60087963	292.6057434
5.601574074	291.0673828
5.602268519	289.4075317
5.602962963	287.3068542
5.603657407	285.3780212
5.604351852	281.8640442
5.605046296	275.8192444
5.605740741	272.10672
5.606435185	268.4084473
5.60712963	260.0961914
5.607824074	257.6063843
5.608518519	256.160553
5.609212963	250.1048279
5.609907407	249.9593201
5.610601852	250.7051849
5.611296296	245.8283386
5.611990741	245.9184875
5.612685185	243.9194031
5.61337963	238.4506378
5.614074074	238.9655304
5.614768519	232.578949
5.615462963	226.0092163
5.616157407	226.6600037
5.616851852	217.6611938
5.617546296	211.4134979
5.618240741	210.8752899
5.618935185	200.3573456
5.61962963	197.6766357
5.620324074	192.0050812
5.621018519	181.5253296
5.621712963	182.9585266
5.622407407	170.9885864
5.623101852	164.2150726
5.623796296	163.3142853
5.624490741	150.8789368
5.625185185	148.3769836
5.62587963	141.9441376
5.626574074	131.2542114
5.627268519	133.4233551
5.627962963	121.3877869
5.628657407	115.3772049
5.629351852	112.6581802
5.630046296	103.9447784
5.630740741	100.3027267
5.631435185	93.6142273
5.63212963	88.0216064
5.632824074	83.0141602
5.633518519	78.0975723
5.634212963	73.1448593
5.634907407	68.2983093
5.635601852	63.8650398
5.636296296	59.8142128
5.636990741	56.3964882
5.637685185	53.3364983
5.63837963	50.8336258
5.639074074	48.5044594
5.639768519	46.4388466
5.640462963	44.4010544
5.641157407	42.4278717
5.641851852	40.7638664
5.642546296	39.4047546
5.643240741	38.3921127
5.643935185	37.6501236
5.64462963	36.7267418
5.645324074	35.7770844
5.646018519	35.1026268
5.646712963	34.5122948
5.647407407	34.0735588
5.648101852	33.798378
5.648796296	33.4625282
5.649490741	33.1628876
5.650185185	32.8570366
5.65087963	32.7217445
5.651574074	32.5459442
5.652268519	32.3897896
5.652962963	32.146389
5.653657407	31.9264736
5.654351852	31.7279091
5.655046296	31.5208187
5.655740741	31.2309475
5.656435185	30.9701023
5.65712963	30.7314262
5.657824074	30.5560207
5.658518519	30.2852383
5.659212963	30.0239201
5.659907407	29.8879051
5.660601852	29.7752075
5.661296296	29.6137123
5.661990741	29.5231895
5.662685185	29.3535728
5.66337963	29.2914124
5.664074074	29.183754
5.664768519	29.0680752
5.665462963	28.8561211
5.666157407	28.6636829
5.666851852	28.5800381
5.667546296	28.4366436
5.668240741	28.3611164
5.668935185	28.2456226
5.66962963	28.1484814
5.670324074	28.0310993
5.671018519	27.9297752
5.671712963	27.8045712
5.672407407	27.7317009
5.673101852	27.6941528
5.673796296	27.6667328
5.674490741	27.5729771
5.675185185	27.490572
5.67587963	27.445425
5.676574074	27.3740616
5.677268519	27.2770557
5.677962963	27.2678223
5.678657407	27.2000408
5.679351852	26.9033756
5.680046296	26.7933006
5.680740741	26.6983013
5.681435185	26.5806675
5.68212963	26.5822372
5.682824074	26.5225315
5.683518519	24.0288849
5.684212963	24.0129795
5.684907407	24.0216789
5.685601852	24.0299778
5.686296296	23.9848022
5.686990741	23.9844456
5.687685185	23.9917412
5.68837963	23.9734116
5.689074074	23.974308
5.689768519	23.9235821
5.690462963	23.9327526
5.691157407	23.9056377
5.691851852	23.9095764
5.692546296	23.8927593
5.693240741	23.869154
5.693935185	23.8404369
5.69462963	23.8421059
5.695324074	23.8440418
5.696018519	23.8319149
5.696712963	23.8196487
5.697407407	23.7898788
5.698101852	23.7935371
5.698796296	23.7559528
5.699490741	23.7594929
5.700185185	23.7460308
5.70087963	23.7310619
5.701574074	23.7161083
5.702268519	23.6893559
5.702962963	23.6951523
5.703657407	23.7030315
5.704351852	23.7315159
5.705046296	23.7422199
5.705740741	23.7380123
5.706435185	23.7415199
5.70712963	23.7523613
5.707824074	23.7393665
5.708518519	23.7329578
5.709212963	23.7259312
5.709907407	23.7425537
5.710601852	23.7364674
5.711296296	23.7310333
5.711990741	23.7401752
5.712685185	23.7441196
5.71337963	23.7442169
5.714074074	23.7420712
5.714768519	23.7520924
5.715462963	23.7357941
5.716157407	23.7204609
5.716851852	23.7407436
5.717546296	23.7328491
5.718240741	23.7495213
5.718935185	23.7448788
5.71962963	23.7389126
5.720324074	23.7380352
5.721018519	23.7377415
5.721712963	23.7545185
5.722407407	23.7379532
5.723101852	23.7273216
5.723796296	23.7558098
5.724490741	23.7380352
5.725185185	23.7509441
5.72587963	23.7594528
5.726574074	23.743948
5.727268519	23.7390499
5.727962963	23.7422371
5.728657407	23.7321358
5.729351852	23.7521954
5.730046296	23.7505894
5.730740741	23.7500553
5.731435185	23.7498837
5.73212963	23.7603531
5.732824074	23.7602501
5.733518519	23.7397175
5.734212963	23.7647858
5.734907407	23.7455959
5.735601852	23.7622566
5.736296296	23.7547665
5.736990741	23.7333031
5.737685185	23.7398262
5.73837963	23.7536526
5.739074074	23.7634907
5.739768519	23.7632198
5.740462963	23.7322559
5.741157407	23.7321358
5.741851852	23.7522411
5.742546296	23.7366905
5.743240741	23.75383
5.743935185	23.7358112
5.74462963	23.7413368
5.745324074	23.7536755
5.746018519	23.7578468
5.746712963	23.7427254
5.747407407	23.7387524
5.748101852	23.7599449
5.748796296	23.7374249
5.749490741	23.7586727
5.750185185	23.7391148
5.75087963	23.735445
5.751574074	23.7526951
5.752268519	23.7379894
5.752962963	23.7646255
5.753668981	23.7483559
5.754363426	23.7433395
5.75505787	23.7505608
5.755752315	23.7572212
5.756446759	23.743885
5.757141204	23.754261
5.757835648	23.7417259
5.758530093	23.7624054
5.759224537	23.7603359
5.759918981	23.7405949
5.760613426	23.7712593
5.76130787	23.7612076
5.762002315	23.7607193
5.762696759	23.7501354
5.763391204	23.7639713
5.764085648	23.7456589
5.764780093	23.7614307
5.765474537	23.7505608
5.766168981	23.758379
5.766863426	23.758461
5.76755787	23.7645912
5.768252315	23.7454758
5.768946759	23.7392693
5.769641204	23.7581158
5.770335648	23.7598877
5.771030093	23.7632885
5.771724537	23.7452049
5.772418981	23.7568474
5.773113426	23.7435226
5.77380787	23.7671432
5.774502315	23.7354221
5.775196759	23.755827
5.775891204	23.7400093
5.776585648	23.7498302
5.777280093	23.7403488
5.777974537	23.7626362
5.778668981	23.7677555
5.779363426	23.7670612
5.78005787	23.7625141
5.780752315	23.7625904
5.781446759	23.7599449
5.782141204	23.7652912
5.782835648	23.7565041
5.783530093	23.7572556
5.784224537	23.7460613
5.784918981	23.7616425
5.785613426	23.7525272
5.78630787	23.7401009
5.787002315	23.7341576
5.787696759	23.761982
5.788391204	23.758976
5.789085648	23.7554779
5.789780093	23.7682552
5.790474537	23.7534351
5.791168981	23.7627048
5.791863426	23.7701759
5.79255787	23.7430401
5.793252315	23.7510643
5.793946759	23.7647915
5.794641204	23.7545586
5.795335648	23.740757
5.796030093	23.7558327
5.796724537	23.7535038
5.797418981	23.7406921
5.798113426	23.7468014
5.79880787	23.7682209
5.799502315	23.7726974
5.800196759	23.7599049
5.800891204	23.7502041
5.801585648	23.7720604
5.802280093	23.76404
5.802974537	23.7472134
5.803668981	23.7615051
5.804363426	23.7565384
5.80505787	23.7533379
5.805752315	23.7515869
5.806446759	23.7654114
5.807141204	23.7647972
5.807835648	23.7521667
5.808530093	23.757967
5.809224537	23.765192
5.809918981	23.7676811
5.810613426	23.7614079
5.81130787	23.7418232
5.812002315	23.7384701
5.812696759	23.7585583
5.813391204	23.762537
5.814085648	23.7685528
5.814780093	23.7611389
5.815474537	23.7543125
5.816168981	23.7606506
5.816863426	23.7588558
5.81755787	23.7587013
5.818252315	23.7531528
5.818946759	23.7598534
5.819641204	23.7679787
5.820335648	23.7665005
5.821030093	23.7689934
5.821724537	23.7373905
5.822418981	23.7602158
5.823113426	23.7549152
5.82380787	23.7671719
5.824502315	23.7396011
5.825196759	23.7556953
5.825891204	23.7571239
5.826585648	23.7550812
5.827280093	23.7604847
5.827974537	23.7505951
5.828668981	23.7501812
5.829363426	23.7480297
5.83005787	23.7640915
5.830752315	23.7587128
5.831446759	23.761776
5.832141204	23.7616711
5.832835648	23.7554607
5.833530093	23.7593784
5.834224537	23.7506294
5.834918981	23.7465134
5.835613426	23.7400551
5.83630787	23.7488728
5.837002315	23.739378
5.837696759	23.7621708
5.838391204	23.7638111
5.839085648	23.7708397
5.839780093	23.7554893
5.840474537	23.7591305
5.841168981	23.7571983
5.841863426	23.7535954
5.84255787	23.7438393
5.843252315	23.7609844
5.843946759	23.7410774
5.844641204	23.7585754
5.845335648	23.7398491
5.846030093	23.7588444
5.846724537	23.7410889
5.847418981	23.7616882
5.848113426	23.7687302
5.84880787	23.7562752
5.849502315	23.7420826
5.850196759	23.7552586
5.850891204	23.7572899
5.851585648	23.7563324
5.852280093	23.7465477
5.852974537	23.7662601
5.853668981	23.7621078
5.854363426	23.740509
5.85505787	23.7713566
5.855752315	23.7399521
5.856446759	23.7389355
5.857141204	23.7580528
5.857835648	23.7681808
5.858530093	23.7632942
5.859224537	23.7701416
5.859918981	23.7629681
5.860613426	23.7714024
5.86130787	23.748373
5.862002315	23.7631111
5.862696759	23.7583904
5.863391204	23.7647057
5.864085648	23.7484245
5.864780093	23.7398605
5.865474537	23.7705936
5.866168981	23.7431278
5.866863426	23.7634792
5.86755787	23.7437878
5.868252315	23.7630081
5.868946759	23.7440109
5.869641204	23.7413597
5.870335648	23.7613621
5.871030093	23.7533092
5.871724537	23.7427998
5.872418981	23.7651291
5.873113426	23.7434368
5.87380787	23.7442703
5.874502315	23.7662315
5.875196759	23.7494583
5.875891204	23.7727432
5.876585648	23.7602329
5.877280093	23.7713223
5.877974537	23.741209
5.878668981	23.7500668
5.879363426	23.7471619
5.88005787	23.7607594
5.880752315	23.7570324
5.881446759	23.7429199
5.882141204	23.7414455
5.882835648	23.7624741
5.883530093	23.7458992
5.884224537	23.7456989
5.884918981	23.7438622
5.885613426	23.7603302
5.88630787	23.7493896
5.887002315	23.7464962
5.887696759	23.7543297
5.888391204	23.7624741
5.889085648	23.7666206
5.889780093	23.7742786
5.890474537	23.757761
5.891168981	23.7679958
5.891863426	23.7664604
5.89255787	23.7417946
5.893252315	23.7636108
5.893946759	23.7699223
5.894641204	23.7727547
5.895335648	23.7659149
5.896030093	23.7704105
5.896724537	23.7491989
5.897418981	23.7451134
5.898113426	23.7408314
5.89880787	23.7459335
5.899502315	23.7682781
5.900196759	23.7594185
5.900891204	23.7462044
5.901585648	23.7479382
5.902280093	23.7427139
5.902974537	23.7679672
5.903668981	23.767664
5.904363426	23.7578239
5.90505787	23.763834
5.905752315	23.7520008
5.906446759	23.7650032
5.907141204	23.7497044
5.907835648	23.7505264
5.908530093	23.7433739
5.909224537	23.7536812
5.909918981	23.7408028
5.910613426	23.757864
5.91130787	23.769762
5.912002315	23.7675209
5.912696759	23.7659779
5.913391204	23.7738209
5.914085648	23.7656918
5.914780093	23.7702103
5.915474537	23.7654228
5.916168981	23.7495213
5.916863426	23.7683697
5.91755787	23.7777462
5.918252315	23.7546272
5.918946759	23.7563553
5.919641204	23.755064
5.920335648	23.7569237
5.921030093	23.7542896
5.921724537	23.7540607
5.922418981	23.7549324
5.923113426	23.7605534
5.92380787	23.781023
5.924502315	23.7752991
5.925196759	23.7660122
5.925891204	23.7736034
5.926585648	23.7801304
5.927280093	23.7642345
5.927974537	23.7798824
5.928668981	23.7716827
5.929363426	23.7593327
5.93005787	23.7818718
5.930752315	23.7649403
5.931446759	23.7499123
5.932141204	23.763731
5.932835648	23.7782555
5.933530093	23.7741871
5.934224537	23.7858524
5.934918981	23.7824726
5.935613426	23.7696762
5.93630787	23.7801533
5.937002315	23.7575302
5.937696759	23.7716084
5.938391204	23.7848778
5.939085648	23.7723312
5.939780093	23.7816429
5.940474537	23.7554893
5.941168981	23.779356
5.941863426	23.7824326
5.94255787	23.757761
5.943252315	23.7716198
5.943946759	23.7575989
5.944641204	23.7621593
5.945335648	23.7720318
5.946030093	23.7842827
5.946724537	23.7578297
5.947418981	23.7769947
5.948113426	23.7776775
5.94880787	23.7730579
5.949502315	23.7559071
5.950196759	23.7524986
5.950891204	23.7658348
5.951585648	23.755724
5.952280093	23.7685871
5.952974537	23.7517471
5.953668981	23.7550526
5.954363426	23.7725029
5.95505787	23.7607021
5.955752315	23.7813892
5.956446759	23.753458
5.957141204	23.7630196
5.957835648	23.7793503
5.958530093	23.7795277
5.959224537	23.7752075
5.959918981	23.7551785
5.960613426	23.7654457
5.96130787	23.7779007
5.962002315	23.7864246
5.962696759	23.7715683
5.963391204	23.7684784
5.964085648	23.7747097
5.964780093	23.7853432
5.965474537	23.7711143
5.966168981	23.7853432
5.966863426	23.7672176
5.96755787	23.7791615
5.968252315	23.7579498
5.968946759	23.7780781
5.969641204	23.772789
5.970335648	23.7648487
5.971030093	23.7865219
5.971724537	23.7807713
5.972418981	23.7883549
5.973113426	23.7663231
5.97380787	23.7749901
5.974502315	23.7694874
5.975196759	23.7566242
5.975891204	23.7540779
5.976585648	23.7808056
5.977280093	23.7721691
5.977974537	23.7597389
5.978668981	23.7791386
5.979363426	23.7810345
5.98005787	23.7626934
5.980763889	23.7845917
5.981458333	23.7825871
5.982152778	23.7856178
5.982847222	23.7783871
5.983541667	23.773489
5.984236111	23.7720604
5.984930556	23.7530327
5.985625	23.7746391
5.986319444	23.7850113
5.987013889	23.7818031
5.987708333	23.7592697
5.988402778	23.7653255
5.989097222	23.7852001
5.989791667	23.7811317
5.990486111	23.7725201
5.991180556	23.7766399
5.991875	23.7769547
5.992569444	23.7783928
5.993263889	23.7872448
5.993958333	23.7782669
5.994652778	23.7749557
5.995347222	23.7753048
5.996041667	23.7726574
5.996736111	23.7804394
5.997430556	23.7575932
5.998125	23.7755051
5.998819444	23.781889
5.999513889	23.7602787
6.000208333	23.776783
6.000902778	23.7787437
6.001597222	23.7785778
6.002291667	23.7547836
6.002986111	23.7610531
6.003680556	23.77668
6.004375	23.7819862
6.005069444	23.7535553
6.005763889	23.7721519
6.006458333	23.7694187
6.007152778	23.7651691
6.007847222	23.7614651
6.008541667	23.7581158
6.009236111	23.7548523
6.009930556	23.7833557
6.010625	23.7614422
6.011319444	23.7710285
6.012013889	23.7716599
6.012708333	23.779562
6.013402778	23.7814751
6.014097222	23.7576618
6.014791667	23.7589359
6.015486111	23.7844658
6.016180556	23.7820435
6.016875	23.76091
6.017569444	23.7808456
6.018263889	23.7753506
6.018958333	23.7552528
6.019652778	23.7751102
6.020347222	23.773489
6.021041667	23.7836189
6.021736111	23.7891159
6.022430556	23.7570438
6.023125	23.7875309
6.023819444	23.7843399
6.024513889	23.7813549
6.025208333	23.777317
6.025902778	23.7704163
6.026597222	23.7579498
6.027291667	23.7803307
6.027986111	23.7612362
6.028680556	23.7629108
6.029375	23.7776833
6.030069444	23.7787838
6.030763889	23.7724571
6.031458333	23.7815514
6.032152778	23.7611561
6.032847222	23.7662373
6.033541667	23.7758312
6.034236111	23.7693272
6.034930556	23.7809715
6.035625	23.7779236
6.036319444	23.7563324
6.037013889	23.7822094
6.037708333	23.7587299
6.038402778	23.771328
6.039097222	23.7588158
6.039791667	23.7800331
6.040486111	23.7777348
6.041180556	23.7561359
6.041875	23.7533207
6.042569444	23.7612362
6.043263889	23.7876797
6.043958333	23.7740326
6.044652778	23.7635994
6.045347222	23.7574673
6.046041667	23.7681866
6.046736111	23.7837219
6.047430556	23.7700653
6.048125	23.7536297
6.048819444	23.7747097
6.049513889	23.7530441
6.050208333	23.7526207
6.050902778	23.7605877
6.051597222	23.77421
6.052291667	23.7570782
6.052986111	23.7578468
6.053680556	23.7801819
6.054375	23.7747555
6.055069444	23.7839165
6.055763889	23.7547836
6.056458333	23.7791901
6.057152778	23.7712059
6.057847222	23.7738552
6.058541667	23.7834587
6.059236111	23.7761135
6.059930556	23.782959
6.060625	23.7828217
6.061319444	23.7834072
6.062013889	23.7768402
6.062708333	23.7541065
6.063402778	23.7831364
6.064097222	23.761631
6.064791667	23.7660465
6.065486111	23.7655144
6.066180556	23.7788124
6.066875	23.7715397
6.067569444	23.7596188
6.068263889	23.7663345
6.068958333	23.776577
6.069652778	23.7813606
6.070347222	23.7825069
6.071041667	23.7787609
6.071736111	23.7719574
6.072430556	23.7590618
6.073125	23.7715225
6.073819444	23.785984
6.074513889	23.785778
6.075208333	23.7641888
6.075902778	23.7814121
6.076597222	23.7837391
6.077291667	23.7570553
6.077986111	23.77178
6.078680556	23.7802677
6.079375	23.7673035
6.080069444	23.7687874
6.080763889	23.7858925
6.081458333	23.7607536
6.082152778	23.7761478
6.082847222	23.7672119
6.083541667	23.7552299
6.084236111	23.7841396
6.084930556	23.7592392
6.085625	23.7870159
6.086319444	23.7851143
6.087013889	23.783762
6.087708333	23.7760563
6.088402778	23.7757854
6.089097222	23.7817631
6.089791667	23.7808914
6.090486111	23.7561607
6.091180556	23.7755051
6.091875	23.7840195
6.092569444	23.7802906
6.093263889	23.7554722
6.093958333	23.7843742
6.094652778	23.7809372
6.095347222	23.7677612
6.096041667	23.7669868
6.096736111	23.7844887
6.097430556	23.7799854
6.098125	23.775425
6.098819444	23.7843342
6.099513889	23.7695446
6.100208333	23.7699623
6.100902778	23.7831535
6.101597222	23.7671719
6.102291667	23.7945385
6.102986111	23.7789955
6.103680556	23.7843914
6.104375	23.7692127
6.105069444	23.7524242
6.105763889	23.7647972
6.106458333	23.7534466
6.107152778	23.7805309
6.107847222	23.7722893
6.108541667	23.7565269
6.109236111	23.7540035
6.109930556	23.7832699
6.110625	23.7857265
6.111319444	23.7702446
6.112013889	23.7578526
6.112708333	23.781086
6.113402778	23.7646713
6.114097222	23.7823238
6.114791667	23.7751732
6.115486111	23.7587128
6.116180556	23.7755108
6.116875	23.7607708
6.117569444	23.7643623
6.118263889	23.7892323
6.118958333	23.7775688
6.119664352	23.771225
6.120358796	23.7572899
6.121053241	23.7611618
6.121747685	23.7811031
6.12244213	23.7779522
6.123136574	23.7668495
6.123831019	23.778595
6.124525463	23.7577324
6.125219907	23.7653828
6.125914352	23.7809772
6.126608796	23.7845173
6.127303241	23.7641373
6.127997685	23.7797794
6.12869213	23.7856865
6.129386574	23.7655201
6.130081019	23.7803822
6.130775463	23.7572956
6.131469907	23.7596416
6.132164352	23.7563839
6.132858796	23.7570152
6.133553241	23.7710457
6.134247685	23.7820435
6.13494213	23.7696877
6.135636574	23.7724915
6.136331019	23.7576675
6.137025463	23.7790699
6.137719907	23.7880058
6.138414352	23.7643089
6.139108796	23.7765026
6.139803241	23.7779121
6.140497685	23.7537498
6.14119213	23.7851315
6.141886574	23.7582645
6.142581019	23.7742729
6.143275463	23.7567959
6.143969907	23.7840252
6.144664352	23.7716942
6.145358796	23.7819462
6.146053241	23.771225
6.146747685	23.7687302
6.14744213	23.7872448
6.148136574	23.7599621
6.148831019	23.7759132
6.149525463	23.7588329
6.150219907	23.7822781
6.150914352	23.7669525
6.151608796	23.7706966
6.152303241	23.7783012
6.152997685	23.7789841
6.15369213	23.7530441
6.154386574	23.7827988
6.155081019	23.7872906
6.155775463	23.7726688
6.156469907	23.7567616
6.157164352	23.7667465
6.157858796	23.780365
6.158553241	23.7839451
6.159247685	23.7803307
6.15994213	23.7798367
6.160636574	23.7707253
6.161331019	23.7870903
6.162025463	23.7866707
6.162719907	23.7781582
6.163414352	23.7800331
6.164108796	23.7763252
6.164803241	23.7677498
6.165497685	23.7849064
6.16619213	23.7822094
6.166886574	23.7815914
6.167581019	23.7853432
6.168275463	23.762888
6.168969907	23.7858753
6.169664352	23.7690392
6.170358796	23.7781696
6.171053241	23.7755394
6.171747685	23.7639885
6.17244213	23.7614479
6.173136574	23.7564297
6.173831019	23.7689819
6.174525463	23.769104
6.175219907	23.7795506
6.175914352	23.757061
6.176608796	23.774847
6.177303241	23.7814579
6.177997685	23.7804394
6.17869213	23.7749329
6.179386574	23.7609043
6.180081019	23.7780495
6.180775463	23.7670498
6.181469907	23.7585068
6.182164352	23.7792473
6.182858796	23.758667
6.183553241	23.7637482
6.184247685	23.7844086
6.18494213	23.7622051
6.185636574	23.7785892
6.186331019	23.7909603
6.187025463	23.7869167
6.187719907	23.7649002
6.188414352	23.7751904
6.189108796	23.7652912
6.189803241	23.7862015
6.190497685	23.7882862
6.19119213	23.778595
6.191886574	23.7666779
6.192581019	23.7551556
6.193275463	23.7712059
6.193969907	23.7729492
6.194664352	23.7860756
6.195358796	23.7851486
6.196053241	23.7672062
6.196747685	23.7778263
6.19744213	23.7604847
6.198136574	23.7807083
6.198831019	23.7900333
6.199525463	23.7567558
6.200219907	23.7578354
6.200914352	23.7908974
6.201608796	23.78092
6.202303241	23.7658119
6.202997685	23.7887325
6.20369213	23.7763996
6.204386574	23.770153
6.205081019	23.7683868
6.205775463	23.7697163
6.206469907	23.7745705
6.207164352	23.7628536
6.207858796	23.7587471
6.208553241	23.7725601
6.209247685	23.7798653
6.20994213	23.7655487
6.210636574	23.7797623
6.211331019	23.7740498
6.212025463	23.7706509
6.212719907	23.7563095
6.213414352	23.7811718
6.214108796	23.7580585
6.214803241	23.7677841
6.215497685	23.7743816
6.21619213	23.7690735
6.216886574	23.7817059
6.217581019	23.7635937
6.218275463	23.7899361
6.218981481	23.7636452
6.219675926	23.7823238
6.22037037	23.7611675
6.221064815	23.7587471
6.221759259	23.7611504
6.222453704	23.7836075
6.223148148	23.7574615
6.223842593	23.7810688
6.224537037	23.7735004
6.225231481	23.7796535
6.225925926	23.7819176
6.22662037	23.7862759
6.227314815	23.767561
6.228009259	23.7834473
6.228703704	23.7677269
6.229398148	23.7745419
6.230092593	23.7657375
6.230787037	23.7864819
6.231481481	23.7651405
6.232175926	23.7901134
6.23287037	23.7802963
6.233564815	23.7744389
6.234259259	23.7585697
6.234953704	23.7831821
6.235648148	23.7895241
6.236342593	23.770319
6.237037037	23.7828503
6.237731481	23.7757397
6.238425926	23.7825184
6.23912037	23.7569981
6.239814815	23.7740383
6.240509259	23.762394
6.241203704	23.7769489
6.241898148	23.7835102
6.242592593	23.762291
6.243287037	23.7814865
6.243981481	23.7653828
6.244675926	23.7798309
6.24537037	23.753624
6.246064815	23.7596188
6.246759259	23.7602959
6.247453704	23.7558441
6.248148148	23.7590618
6.248842593	23.78335
6.249537037	23.7868252
6.250231481	23.7583961
6.250925926	23.7791615
6.25162037	23.7571926
6.252314815	23.7539387
6.253009259	23.7778149
6.253703704	23.7844086
6.254398148	23.7645283
6.255092593	23.781786
6.255787037	23.7612534
6.256481481	23.7809887
6.257175926	23.7607708
6.25787037	23.7755852
6.258564815	23.7789841
6.259259259	23.7781353
6.259953704	23.7725143
6.260648148	23.7822838
6.261342593	23.7573643
6.262037037	23.7686272
6.262731481	23.7700539
6.263425926	23.7709942
6.26412037	23.762331
6.264814815	23.772295
6.265509259	23.7566357
6.266203704	23.781498
6.266898148	23.7785072
6.267592593	23.7835732
6.268287037	23.7582645
6.268981481	23.7799511
6.269675926	23.7611904
6.27037037	23.7762508
6.271064815	23.7852402
6.271759259	23.7706509
6.272453704	23.7596703
6.273148148	23.7822495
6.273842593	23.7599277
6.274537037	23.7838192
6.275231481	23.7844658
6.275925926	23.7625618
6.27662037	23.7887039
6.277314815	23.775053
6.278009259	23.762991
6.278703704	23.7654057
6.279398148	23.7706394
6.280092593	23.7554951
6.280787037	23.7594986
6.281481481	23.7838421
6.282175926	23.7762909
6.28287037	23.7744274
6.283564815	23.7868595
6.284259259	23.7802563
6.284953704	23.7676125
6.285648148	23.7584076
6.286342593	23.7747269
6.287037037	23.7835732
