run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,"true K
/spill","true pi
/spill",K/pi
221,,,,,2018/1/28 5:13,2018/1/28 6:13,00:59:45,44.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",8978,809,983,1500,10,43947,770612,6198052,1921713,4295559,160.1,-109.9,4.14,-0.57,109.8,-110.1,3.51,-0.54,on,[production run],,0.957,126.8M,88.8M,2.2G,29:52,0.26 ,6.56 ,183.9K,437.8K,0.420
222,,,,,2018/1/28 6:13,2018/1/28 7:46,00:58:54,44.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9410,859,983,1500,10,44030,769949,6233505,1934859,4318591,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.54,on,[production run],,0.956,125.7M,88.0M,2.3G,30:51,0.26 ,6.82 ,185.0K,440.4K,0.420
223,,,,,2018/1/28 7:46,2018/1/28 8:47,00:41:36,44.56,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9232,833,983,1500,10,44281,771380,6190092,1929141,4280399,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.55,on,[production run],,0.957,88.6M,62.0M,2.4G,31:33,0.18 ,7.00 ,184.6K,436.3K,0.423
224,,,,,2018/1/28 8:47,2018/1/28 9:46,00:57:16,44.51,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9200,870,983,1500,10,43672,769698,6186923,1927349,4279082,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.54,on,[production run],,0.957,121.9M,85.3M,2.5G,32:30,0.25 ,7.25 ,184.4K,436.2K,0.423
225,,,,,2018/1/28 9:46,2018/1/28 10:29,00:30:15,44.5,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,869,983,1500,10,43807,770363,6177271,1928526,4268301,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.54,on,[production run] stopped due to MPS,,0.958,64.5M,45.1M,2.5G,33:00,0.13 ,7.39 ,184.8K,434.9K,0.425
226,,,,,2018/1/28 10:51,2018/1/28 11:49,00:46:53,44.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,860,983,1500,10,43839,771744,6183960,1934006,4269808,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.54,on,[production run],,0.958,100.2M,70.2M,2.6G,33:47,0.20 ,7.59 ,185.3K,435.1K,0.426
227,,,,,2018/1/28 11:49,2018/1/28 12:49,00:59:57,44.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,860,983,1500,10,43845,768599,6179242,1932988,4266292,160.1,-110,4.15,-0.57,109.8,-110.1,3.5,-0.55,on,[production run],,0.9569,127.9M,89.6M,2.7G,34:47,0.26 ,7.85 ,185.0K,435.0K,0.425
228,,,,,2018/1/28 12:49,2018/1/28 13:50,00:36:00,44.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,850,983,1500,10,43906,770358,6181441,1925072,4275852,160.1,-110,4.15,-0.57,109.8,-110.1,3.5,-0.55,on,[production run],,0.961,76.8M,53.8M,2.7G,35:23,0.16 ,8.01 ,185.0K,435.1K,0.425
229,,,,,2018/1/28 13:50,2018/1/28 14:50,00:59:02,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,850,983,1500,10,43653,770198,6163863,1923136,4259739,160.1,-109.9,4.14,-0.57,109.8,-110.1,3.51,-0.54,on,[production run],,0.9566,125.3M,87.7M,2.8G,36:22,0.26 ,8.27 ,184.0K,434.3K,0.424
230,,,,,2018/1/28 14:50,2018/1/28 15:50,00:59:26,44.49,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9200,860,983,1500,10,43823,771130,6202461,1928055,4293505,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.958,126.7M,88.7M,2.9G,37:22,0.26 ,8.53 ,184.7K,437.4K,0.422
231,,,,,2018/1/28 15:50,2018/1/28 16:50,01:00:08,44.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,870,983,1500,10,44100,769601,6206619,1929393,4296586,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.956,128.0M,89.6M,3.0G,38:22,0.27 ,8.80 ,184.4K,438.1K,0.421
232,,,,,2018/1/28 16:51,2018/1/28 17:49,00:58:05,44.62,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,857,983,1500,10,43795,770008,6187072,1926092,4281490,160.2,-109.9,4.14,-0.57,109.8,-110.1,3.5,-0.54,on,[production run],,0.957,123.5M,86.5M,3.1G,39:20,0.26 ,9.05 ,184.3K,436.4K,0.422
233,,,,,2018/1/28 17:51,2018/1/28 18:51,00:58:31,44.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,854,983,1500,10,43941,771384,6214114,1929872,4304458,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.54,on,[production run],,0.95,123.8M,86.7M,3.2G,40:18,0.26 ,9.31 ,183.3K,440.1K,0.417
234,,,,,2018/1/28 18:51,2018/1/28 19:52,01:00:18,44.62,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,843,983,1500,10,43964,770442,6173030,1922045,4272108,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.54,on,[production run],,0.957,128.0M,89.6M,3.2G,41:19,0.27 ,9.57 ,183.9K,435.5K,0.422
245,,,,,2018/1/28 19:52,2018/1/28 20:50,00:56:50,44.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,855,983,1500,10,44178,770609,6202567,1932695,4289423,160.1,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.54,on,[production run],,0.95,120.4M,84.3M,3.3G,42:16,0.25 ,9.82 ,183.6K,438.6K,0.419
236,,,,,2018/1/28 20:52,2018/1/28 21:53,01:01:01,44.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,877,983,1500,10,43874,771309,6186809,1921494,4284558,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.54,on,[production run],,0.955,129.2M,90.4M,3.4G,43:17,0.27 ,10.09 ,183.5K,437.1K,0.420
237,,,,,2018/1/28 21:53,2018/1/28 22:54,01:00:47,44.49,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9200,841,983,1500,10,43918,770821,6090201,1897818,4214518,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.5,-0.54,on,[production run],,0.951,126.6M,88.6M,3.5G,44:17,0.26 ,10.36 ,180.5K,430.8K,0.419
238,,,,,2018/1/28 22:54,2018/1/28 23:55,01:00:47,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,849,983,1500,10,44014,770594,6152889,1917866,4256446,160.2,-110,4.14,-0.57,109.8,-110.1,3.5,-0.54,on,[production run],,0.959,129.0M,90.3M,3.6G,45:18,0.27 ,10.62 ,183.9K,433.5K,0.424
239,,,,,2018/1/28 23:55,2018/1/29 0:53,00:56:38,44.58,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,819,983,1500,10,43868,771154,6105301,1904859,4222002,160.2,-109.9,4.14,-0.57,109.8,-110.1,3.51,-0.54,on,[production run],,0.955,118.9M,83.2M,3.7G,46:15,0.25 ,10.87 ,181.9K,430.8K,0.422
240,,,,,2018/1/29 0:53,2018/1/29 1:52,00:58:38,44.56,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,860,983,1500,10,44139,769267,6139022,1918665,4241698,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.955,124.0M,86.8M,3.8G,47:13,0.26 ,11.12 ,183.2K,432.8K,0.423
241,,,,,2018/1/29 1:52,2018/1/29 3:00,00:52:29,44.62,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,833,983,1500,10,42529,751903,5991082,1869449,4142158,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.958,108.5M,75.9M,3.8G,48:06,0.23 ,11.35 ,179.1K,422.1K,0.424
242,,,,,2018/1/29 3:01,2018/1/29 3:48,00:47:18,44.51,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",8874,840,983,1500,10,43794,770206,6153871,1923404,4250998,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run] stopped due to MPS,,0.959,100.7M,70.5M,3.9G,48:53,0.21 ,11.56 ,184.5K,433.0K,0.426
243,,,,,2018/1/29 4:05,2018/1/29 5:38,00:59:47,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,849,983,1500,10,43713,773389,6165282,1930538,4255453,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.959,127.7M,89.4M,4.0G,49:53,0.26 ,11.82 ,185.1K,433.5K,0.427
244,,,,,2018/1/29 5:38,2018/1/29 6:38,00:59:14,44.51,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,844,983,1500,10,43954,770661,6150929,1925074,4246154,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.959,126.2M,88.3M,4.1G,50:52,0.26 ,12.08 ,184.6K,432.5K,0.427
245,,,,,2018/1/29 6:38,2018/1/29 7:37,00:57:56,44.58,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,855,983,1500,10,44017,771528,6181788,1932905,4269350,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.955,123.4M,86.4M,4.2G,51:50,0.25 ,12.34 ,184.6K,435.6K,0.424
246,,,,,2018/1/29 7:37,2018/1/29 8:37,00:57:46,44.52,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,857,983,1500,10,43792,771883,6169139,1926083,4263764,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.959,123.1M,86.2M,4.3G,52:48,0.25 ,12.59 ,184.7K,434.3K,0.425
247,,,,,2018/1/29 8:37,2018/1/29 9:42,01:04:47,44.65,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9325,838,983,1500,10,43290,770004,6173908,1929044,4265444,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.956,137.9M,96.5M,4.4G,53:53,0.28 ,12.87 ,184.4K,435.0K,0.424
248,,,,,2018/1/29 9:42,2018/1/29 10:43,01:01:24,44.6,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",7284,842,983,1500,10,43892,771768,6184914,1936233,4269321,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.5,-0.54,on,[production run],,0.955,131.0M,91.7M,4.5G,54:54,0.27 ,13.14 ,184.9K,435.6K,0.424
249,,,,,2018/1/29 10:43,2018/1/29 11:48,01:03:43,44.64,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,860,983,1500,10,43915,772268,6199407,1937225,4282341,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.96,136.7M,95.7M,4.5G,55:58,0.28 ,13.42 ,186.0K,436.0K,0.427
250,,,,,2018/1/29 11:48,2018/1/29 12:20,00:32:01,44.52,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,840,983,1500,10,43939,767332,6163347,1925990,4257579,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run] stopped due to MPS,,0.958,68.2M,47.7M,4.6G,56:30,0.14 ,13.56 ,184.5K,433.8K,0.425
251,,,,,2018/1/29 12:30,2018/1/29 13:31,01:01:02,44.52,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9700,890,983,1500,10,44026,771704,6202660,1935653,4287647,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.958,130.6M,91.4M,4.7G,57:31,0.27 ,13.83 ,185.4K,436.9K,0.424
252,,,,,2018/1/29 13:31,2018/1/29 14:30,00:58:22,44.61,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,850,983,1500,10,43762,770217,6217455,1940709,4297234,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.52,-0.54,on,[production run],,0.957,125.1M,87.6M,4.8G,58:29,0.26 ,14.09 ,185.7K,438.1K,0.424
253,,,,,2018/1/29 14:31,2018/1/29 15:31,01:00:42,44.59,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9500,850,983,1500,10,43703,770929,6222631,1935726,4307657,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.52,-0.54,on,[production run],,0.957,129.7M,90.8M,4.9G,59:30,0.27 ,14.35 ,185.2K,439.1K,0.422
254,,,,,2018/1/29 15:31,2018/1/29 16:01,00:28:28,44.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9500,850,983,1500,10,44069,769889,6224372,1939259,4305513,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.52,-0.54,on,[production run] stopped due to MPS,,0.954,60.8M,42.5M,4.9G,59:58,0.12 ,14.48 ,185.0K,439.5K,0.421
255,,,,,2018/1/29 16:15,2018/1/29 17:17,01:00:44,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,847,983,1500,10,44187,769091,6207254,1933063,4294957,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.54,on,[production run],,0.95,128.7M,90.1M,5.0G,60:59,0.27 ,14.74 ,183.6K,439.2K,0.418
256,,,,,2018/1/29 17:17,2018/1/29 18:18,01:00:40,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,849,983,1500,10,43965,770078,6200787,1935689,4286437,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.52,-0.53,on,[production run],,0.955,129.4M,90.6M,5.1G,62:00,0.27 ,15.01 ,184.9K,437.4K,0.423
257,,,,,2018/1/29 18:18,2018/1/29 19:21,01:00:40,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9400,853,983,1500,10,43847,769472,6212881,1936611,4296758,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.52,-0.54,on,[production run],,0.955,129.5M,90.6M,5.2G,63:01,0.27 ,15.27 ,184.9K,438.4K,0.422
258,,,,,2018/1/29 19:21,2018/1/29 20:42,01:00:32,44.58,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9500,845,983,1500,10,43864,768910,6210767,1935646,4296673,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.52,-0.53,on,[production run] no cosmic-ray data in 20:02~20:19,,0.954,129.0M,90.3M,5.3G,64:01,0.27 ,15.54 ,184.7K,438.6K,0.421
259,,,,,2018/1/29 20:42,2018/1/29 21:31,00:49:04,44.54,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9500,857,983,1500,10,43251,768065,6175166,1925116,4271299,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.51,-0.53,on,[production run] Q6 was unstable from 19:36,,0.953,103.9M,72.7M,5.3G,64:50,0.22 ,15.75 ,183.5K,436.2K,0.421
260,,,,,2018/1/29 21:46,2018/1/29 23:00,01:00:36,44.48,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9700,852,983,1500,10,43998,769708,6138989,1936139,4231030,160.2,-109.9,4.16,-0.57,109.8,-110.1,3.51,-0.53,on,[production run] no cosmic-ray data in 21:55~22:06,,0.959,129.8M,90.9M,5.4G,65:51,0.26 ,16.02 ,185.7K,431.0K,0.431
261,,,,,2018/1/29 23:00,2018/1/30 0:11,00:58:49,44.54,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9200,835,983,1500,10,43587,769628,6126620,1932914,4220084,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run] no cosmic-ray data in 23:23~23:34,,0.956,125.4M,87.8M,5.5G,66:50,0.26 ,16.28 ,184.8K,430.5K,0.429
262,,,,,2018/1/30 0:11,2018/1/30 1:11,00:59:41,44.54,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,840,983,1500,10,43751,769661,6093392,1927790,4192236,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.96,127.4M,89.2M,5.6G,67:49,0.26 ,16.54 ,185.1K,426.9K,0.433
263,,,,,2018/1/30 1:11,2018/1/30 2:30,00:58:01,44.54,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,835,983,1500,10,44189,768605,6091641,1928447,4190268,160.2,-109.8,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.956,123.4M,86.4M,5.7G,68:47,0.26 ,16.79 ,184.4K,427.5K,0.431
264,,,,,2018/1/30 2:30,2018/1/30 3:43,00:58:22,44.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,833,983,1500,10,43705,769147,6089966,1929805,4187061,160.2,-109.8,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.96,124.8M,87.3M,5.8G,69:46,0.26 ,17.05 ,185.3K,426.4K,0.434
265,,,,,2018/1/30 3:43,2018/1/30 4:54,00:58:18,44.49,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,840,983,1500,10,43612,770486,6079725,1927593,4179165,160.3,-109.8,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.96,124.5M,87.1M,5.9G,70:44,0.26 ,17.30 ,185.0K,425.6K,0.435
266,,,,,2018/1/30 4:54,2018/1/30 6:28,00:57:43,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,827,983,1500,10,43926,769388,6053568,1920938,4161905,160.2,-109.9,4.16,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.961,122.9M,86.1M,6.0G,71:42,0.25 ,17.56 ,184.6K,423.7K,0.436
267,,,,,2018/1/30 6:28,2018/1/30 7:27,00:57:56,44.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,827,983,1500,10,43642,768516,6041603,1917742,4151508,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.957,122.7M,85.9M,6.0G,72:40,0.25 ,17.81 ,183.5K,423.4K,0.433
268,,,,,2018/1/30 7:28,2018/1/30 7:50,00:22:02,44.59,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9300,836,983,1500,10,44219,768224,6054552,1922846,4158752,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,"[production run] CDC-1/2, FDC/BPC-cat tripped (ESS trip) -> stopped (spill 273)",,0.959,46.9M,32.8M,6.1G,73:02,0.10 ,17.91 ,184.4K,423.8K,0.435
269,,,,,2018/1/30 7:52,2018/1/30 8:52,00:58:46,44.6,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",,,983,1500,10,43868,769081,6075399,1928421,4172879,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.5,-0.52,on,[production run],,0.955,124.9M,87.4M,6.2G,74:00,0.26 ,18.16 ,184.2K,426.0K,0.432
270,,,,,2018/1/30 8:52,2018/1/30 10:00,01:07:43,44.62,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9200,830,983,1500,10,43723,772194,6080563,1930310,4178207,160.2,-109.9,4.15,-0.57,109.8,-110.1,3.51,-0.52,on,[production run],,0.955,144.0M,100.8M,6.3G,75:08,0.30 ,18.46 ,184.3K,426.5K,0.432
