run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,"true K
/spill","true pi
/spill",K/pi
656,,,,,2018/2/18 16:19,2018/2/18 16:22,00:03:36,50.28,D2,Au,negative,-369,1,200,348,K,beam/10,,,983,1500,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[D5 scan] -1366,,,,,,,,,,,
657,,,,,2018/2/18 16:23,2018/2/18 16:24,00:00:45,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,"[USWK scan] -1900, collector dead -> stop",,,,,,,,,,,
658,,,,,2018/2/18 16:25,2018/2/18 16:25,00:00:19,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,"[USWK scan] -1900, collector dead -> stop",,,,,,,,,,,
659,,,,,2018/2/18 16:26,2018/2/18 16:26,00:00:45,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,"[USWK scan] -1900, collector dead -> stop",,,,,,,,,,,
660,,,,,2018/2/18 16:27,2018/2/18 16:28,00:01:25,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,"[USWK scan] -1900, collector dead -> stop",,,,,,,,,,,
661,,,,,2018/2/18 16:28,2018/2/18 16:30,00:01:47,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,"[USWK scan] -1900, collector dead -> stop",,,,,,,,,,,
662,,,,,2018/2/18 16:30,2018/2/18 16:31,00:00:31,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] -1900,,,,,,,,,,,
663,,,,,2018/2/18 16:31,2018/2/18 16:34,00:02:03,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1550,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] -1550,,,,,,,,,,,
664,,,,,2018/2/18 16:34,2018/2/18 16:36,00:01:50,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-1200,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] -1200,,,,,,,,,,,
665,,,,,2018/2/18 16:36,2018/2/18 16:38,00:01:49,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-900,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] -900,,,,,,,,,,,
666,,,,,2018/2/18 16:38,2018/2/18 16:39,00:00:53,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-600,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,"[USWK scan] -600, no beam",,,,,,,,,,,
667,,,,,2018/2/18 16:45,2018/2/18 16:47,00:01:47,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-600,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] -600,,,,,,,,,,,
668,,,,,2018/2/18 16:47,2018/2/18 16:49,00:01:58,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-300,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] -300,,,,,,,,,,,
669,,,,,2018/2/18 16:49,2018/2/18 16:51,00:01:47,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,0,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] 0,,,,,,,,,,,
670,,,,,2018/2/18 16:52,2018/2/18 16:53,00:01:57,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,350,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] 350,,,,,,,,,,,
671,,,,,2018/2/18 16:54,2018/2/18 16:56,00:01:52,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,700,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] 700,,,,,,,,,,,
672,,,,,2018/2/18 16:56,2018/2/18 16:58,00:01:53,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,1800,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] 1800,,,,,,,,,,,
673,,,,,2018/2/18 16:58,2018/2/18 17:00,00:01:47,50.28,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,2150,,,,,,,160,-110,3.94,-0.76,109.8,-110,3.71,-0.34,,[USWK scan] 2150,,,,,,,,,,,
674,,,,,2018/2/18 17:01,2018/2/18 17:14,00:12:55,50.4,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,915,983,1500,10,48835,847395,6784694,2112787,4697924,160,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run] ESS trip -> DCs down -> stopped,,0.951,29.9M,21.0M,28.7G,308:24,0.06 ,87.79 ,200.9K,480.1K,0.418
675,,,,,2018/2/18 17:14,2018/2/18 18:16,01:00:42,50.39,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,924,983,1500,10,48500,843567,6771509,2107638,4690630,160,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run],,0.955,141.0M,98.7M,28.8G,309:25,0.30 ,88.09 ,201.3K,478.5K,0.421
676,,,,,2018/2/18 18:16,2018/2/18 19:16,00:59:33,50.36,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,931,983,1500,10,48641,846002,6762208,2103813,4683962,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run] no HVC2#1U ADC (fixed in the next run by changing ADC ch),,0.955,138.1M,96.6M,28.9G,310:24,0.29 ,88.38 ,200.9K,477.9K,0.420
677,,,,,2018/2/18 19:17,2018/2/18 20:18,01:00:51,50.36,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,918,983,1500,10,48769,848013,6765336,2108674,4682301,160.1,-109.9,3.93,-0.75,109.8,-110.1,3.71,-0.34,on,[production run],,0.953,141.1M,98.8M,29.0G,311:25,0.30 ,88.68 ,201.0K,478.1K,0.420
678,,,,,2018/2/18 20:18,2018/2/18 21:20,01:00:48,50.37,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,920,983,1500,10,48659,845884,6770491,2105363,4690407,160.1,-109.9,3.93,-0.75,109.8,-110.1,3.7,-0.34,on,[production run],,0.954,140.9M,98.6M,29.1G,312:26,0.30 ,88.98 ,200.9K,478.7K,0.420
679,,,,,2018/2/18 21:21,2018/2/18 22:22,01:00:45,50.34,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,912,983,1500,10,48590,844820,6765821,2102195,4690084,160.1,-109.9,3.93,-0.75,109.8,-110.1,3.7,-0.34,on,[production run],,0.952,140.3M,98.2M,29.2G,313:27,0.30 ,89.28 ,200.1K,479.1K,0.418
680,,,,,2018/2/18 22:22,2018/2/18 23:23,01:00:07,50.33,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,918,983,1500,10,48263,847576,6764035,2103136,4686958,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run] stopped due to MPS,,0.953,139.0M,97.3M,29.3G,314:27,0.30 ,89.58 ,200.4K,478.6K,0.419
681,,,,,2018/2/18 23:31,2018/2/19 0:31,00:58:58,50.56,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,928,983,1500,10,48269,849304,6769068,2107906,4686588,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run],,0.952,136.5M,95.6M,29.4G,315:26,0.29 ,89.87 ,200.7K,478.8K,0.419
682,,,,,2018/2/19 0:31,2018/2/19 1:32,00:59:05,50.29,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,927,983,1500,10,48510,847028,6788340,2111252,4702244,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run],,0.957,137.7M,96.4M,29.5G,316:25,0.29 ,90.17 ,202.0K,479.3K,0.422
683,,,,,2018/2/19 1:32,2018/2/19 2:32,01:00:07,50.41,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,927,983,1500,10,48546,845743,6747888,2099875,4673981,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.34,on,[production run],,0.955,139.1M,97.4M,29.6G,317:25,0.30 ,90.47 ,200.5K,476.8K,0.421
684,,,,,2018/2/19 2:32,2018/2/19 3:33,00:59:47,50.41,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,925,983,1500,10,48754,846220,6757295,2102499,4681071,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run],,0.952,138.1M,96.6M,29.7G,318:25,0.30 ,90.76 ,200.2K,478.2K,0.419
685,,,,,2018/2/19 3:33,2018/2/19 4:33,01:00:16,50.48,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,940,983,1500,10,48490,848397,6739303,2098400,4664796,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.34,on,[production run],,0.95,138.6M,97.0M,29.8G,319:25,0.30 ,91.06 ,199.3K,477.0K,0.418
686,,,,,2018/2/19 4:33,2018/2/19 5:33,01:00:27,50.43,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,930,983,1500,10,48542,848042,6730941,2099251,4657667,160.1,-110,3.94,-0.76,109.8,-110,3.7,-0.33,on,[production run],,0.951,139.2M,97.5M,29.9G,320:26,0.30 ,91.36 ,199.6K,476.1K,0.419
687,,,,,2018/2/19 5:34,2018/2/19 6:34,00:59:12,50.3,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,920,983,1500,10,48790,847120,6767622,2104075,4688818,160.1,-109.9,3.93,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.956,137.4M,96.2M,30.0G,321:25,0.29 ,91.66 ,201.1K,478.1K,0.421
688,,,,,2018/2/19 6:34,2018/2/19 7:34,01:00:20,50.42,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",,,983,1500,10,48687,845732,6757860,2102903,4680055,160.1,-109.9,3.93,-0.75,109.8,-110.1,3.7,-0.33,on,[production run],,0.953,139.5M,97.7M,30.1G,322:25,0.30 ,91.96 ,200.4K,477.9K,0.419
689,,,,,2018/2/19 7:34,2018/2/19 8:34,00:59:26,50.35,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,930,983,1500,10,48664,846655,6750814,2099859,4675983,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run],,0.953,137.2M,96.1M,30.2G,323:25,0.29 ,92.25 ,200.1K,477.5K,0.419
690,,,,,2018/2/19 8:35,2018/2/19 9:35,01:00:01,50.39,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,910,983,1500,10,48622,847999,6753320,2102400,4675705,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run],,0.952,138.6M,97.0M,30.3G,324:25,0.30 ,92.55 ,200.1K,477.7K,0.419
691,,,,,2018/2/19 9:35,2018/2/19 10:35,00:57:51,50.41,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,920,983,1500,10,48451,844932,6733390,2091751,4666717,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.34,on,[production run],,0.954,133.2M,93.2M,30.4G,325:22,0.29 ,92.84 ,199.6K,476.3K,0.419
692,,,,,2018/2/19 10:35,2018/2/19 11:28,00:52:10,50.39,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,931,983,1500,10,48632,844519,6712387,2088000,4649496,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.34,on,[production run] ESS trip -> DCs down -> stopped,,0.945,118.8M,83.1M,30.5G,326:15,0.26 ,93.10 ,197.3K,476.4K,0.414
693,,,,,2018/2/19 11:29,2018/2/19 12:30,00:57:46,50.45,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,915,983,1500,10,48347,847103,6746360,2099436,4672292,160.1,-109.9,3.93,-0.75,109.8,-110,3.7,-0.33,on,[production run],,0.945,132.2M,92.6M,30.6G,327:12,0.29 ,93.38 ,198.4K,478.8K,0.414
694,,,,,2018/2/19 12:30,2018/2/19 13:32,00:50:15,50.46,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,933,983,1500,10,49023,848489,6784995,2109996,4700522,160.1,-109.9,3.94,-0.75,109.8,-110,3.71,-0.34,on,[production run] stopped due to MPS,,0.95,116.2M,81.4M,30.6G,328:03,0.25 ,93.63 ,200.4K,480.6K,0.417
695,,,,,2018/2/19 13:43,2018/2/19 14:43,00:59:40,50.58,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,924,983,1500,10,48709,849799,6837643,2129221,4734801,160.1,-109.9,3.94,-0.76,109.8,-110,3.71,-0.34,on,[production run] Q5/Q6 OFF->ON,,0.955,140.0M,98.0M,30.7G,329:02,0.30 ,93.93 ,203.3K,483.1K,0.421
696,,,,,2018/2/19 14:43,2018/2/19 15:44,00:59:50,50.3,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,913,983,1500,10,48574,847033,6798924,2116846,4707952,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run],,0.956,139.7M,97.8M,30.8G,330:02,0.29 ,94.22 ,202.4K,480.1K,0.422
697,,,,,2018/2/19 15:44,2018/2/19 16:46,01:00:43,50.42,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,901,983,1500,10,48420,846195,6739326,2102132,4662992,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run],,0.948,139.6M,97.7M,30.9G,331:03,0.30 ,94.52 ,199.3K,477.2K,0.418
698,,,,,2018/2/19 16:46,2018/2/19 17:47,00:59:33,50.3,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,923,983,1500,10,48688,844662,6625981,2045740,4606509,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run],,0.939,132.0M,92.4M,31.0G,332:02,0.29 ,94.82 ,192.1K,473.1K,0.406
699,,,,,2018/2/19 17:47,2018/2/19 18:50,01:00:59,50.25,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,916,983,1500,10,48539,848385,6805050,2121895,4709281,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.34,on,[production run],,0.951,142.0M,99.4M,31.1G,333:03,0.30 ,95.12 ,201.8K,481.3K,0.419
700,,,,,2018/2/19 18:50,2018/2/19 19:53,01:01:58,50.36,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,937,983,1500,10,48797,848869,6842221,2124376,4744182,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.33,on,[production run],,0.954,144.9M,101.4M,31.2G,334:05,0.30 ,95.42 ,202.7K,484.2K,0.419
701,,,,,2018/2/19 19:53,2018/2/19 20:54,01:00:43,50.47,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,929,983,1500,10,48363,846991,6831714,2120755,4738268,160.1,-110,3.94,-0.76,109.8,-110.1,3.7,-0.34,on,[production run],,0.957,142.2M,99.5M,31.3G,335:06,0.30 ,95.72 ,203.0K,482.9K,0.420
702,,,,,2018/2/19 20:54,2018/2/19 21:55,00:58:52,50.53,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,929,983,1500,10,48751,848523,6800376,2117781,4709753,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.33,on,[production run],,0.959,137.9M,96.6M,31.4G,336:05,0.29 ,96.01 ,203.1K,479.7K,0.423
703,,,,,2018/2/19 21:55,2018/2/19 22:55,01:00:42,50.39,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,916,983,1500,10,48637,845744,6774571,2108682,4692932,160.1,-110,3.94,-0.76,109.8,-110.1,3.71,-0.33,on,[production run],,0.956,141.2M,98.8M,31.5G,337:06,0.30 ,96.31 ,201.6K,478.6K,0.421
704,,,,,2018/2/19 22:55,2018/2/19 23:57,01:00:40,50.41,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,911,983,1500,10,48237,849422,6815159,2120791,4720909,160.1,-110,3.94,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.953,141.5M,99.0M,31.6G,338:06,0.30 ,96.61 ,202.1K,482.1K,0.419
705,,,,,2018/2/19 23:57,2018/2/20 0:57,00:59:54,50.39,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,926,983,1500,10,48498,847799,6793000,2111382,4708148,160.1,-110,3.94,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.955,139.4M,97.6M,31.7G,339:06,0.29 ,96.91 ,201.6K,480.3K,0.420
706,,,,,2018/2/20 0:57,2018/2/20 2:04,00:59:09,50.33,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,930,983,1500,10,48391,846470,6802010,2118041,4710727,160.1,-110,3.94,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.954,137.9M,96.5M,31.8G,340:05,0.29 ,97.20 ,202.1K,480.8K,0.420
707,,,,,2018/2/20 2:05,2018/2/20 3:05,00:59:01,50.44,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,940,983,1500,10,48741,847364,6803202,2117346,4712334,160.1,-109.9,3.94,-0.76,109.8,-110.1,3.7,-0.34,on,[production run],,0.956,137.8M,96.5M,31.9G,341:04,0.30 ,97.50 ,202.4K,480.5K,0.421
708,,,,,2018/2/20 3:05,2018/2/20 4:06,00:59:11,50.38,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,917,983,1500,10,48323,847791,6791724,2114460,4704258,160.1,-109.9,3.94,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.961,138.8M,97.1M,32.0G,342:04,0.29 ,97.79 ,203.2K,478.7K,0.425
709,,,,,2018/2/20 4:06,2018/2/20 5:31,00:59:47,50.41,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,925,983,1500,10,48688,848125,6772572,2112800,4686557,160.1,-110,3.93,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.953,138.9M,97.2M,32.1G,343:03,0.30 ,98.09 ,201.3K,478.6K,0.421
710,,,,,2018/2/20 5:31,2018/2/20 6:31,00:59:42,50.39,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,913,983,1500,10,48537,848785,6770826,2116270,4680727,160.1,-109.9,3.94,-0.76,109.8,-110.1,3.7,-0.34,on,[production run],,0.954,139.1M,97.4M,32.2G,344:03,0.29 ,98.38 ,201.9K,477.8K,0.423
711,,,,,2018/2/20 6:31,2018/2/20 7:30,00:58:58,50.41,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,922,983,1500,10,48478,847018,6737502,2104112,4660125,160.1,-109.9,3.94,-0.76,109.8,-110.1,3.7,-0.34,on,[production run],,0.952,136.3M,95.4M,32.3G,345:02,0.29 ,98.67 ,200.3K,476.1K,0.421
712,,,,,2018/2/20 7:30,2018/2/20 8:31,00:59:29,50.52,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,930,983,1500,10,48733,851546,6783422,2124670,4684260,160.1,-109.9,3.93,-0.76,109.8,-110,3.7,-0.33,on,[production run],,0.956,139.4M,97.6M,32.4G,346:02,0.30 ,98.97 ,203.1K,477.8K,0.425
713,,,,,2018/2/20 8:31,2018/2/20 9:31,01:00:19,50.43,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,901,983,1500,10,48290,849886,6761772,2108788,4679185,160.1,-109.9,3.94,-0.76,109.8,-110,3.7,-0.33,on,[production run],,0.953,139.9M,97.9M,32.5G,347:02,0.30 ,99.27 ,201.0K,477.8K,0.421
714,,,,,2018/2/20 9:31,2018/2/20 10:31,00:55:18,50.44,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,911,983,1500,10,48717,847694,6689951,2083175,4633604,160.1,-109.9,3.94,-0.76,109.8,-110,3.7,-0.34,on,[production run],,0.953,126.7M,88.7M,32.6G,347:57,0.28 ,99.54 ,198.5K,473.2K,0.420
715,,,,,2018/2/20 10:31,2018/2/20 11:20,00:48:17,50.44,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,907,983,1500,10,48762,846771,6682800,2089003,4619955,160.1,-109.9,3.94,-0.76,109.8,-110.1,3.7,-0.34,on,[production run],,0.954,111.0M,77.7M,32.7G,348:45,0.24 ,99.78 ,199.3K,471.6K,0.423
