run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,achievement rate,CDH1*K*n scaler,CDH1*K*p scaler,DAQ eff.,CDH1*K*n,CDH1*K*p,integrated CDH1*K*n,integrated CDH1*K*p
171,,,,,2016/6/11 10:34,2016/6/11 11:34,00:59:01,42.02,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.9k,9.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.78,-0.25,on,[D2 production],,23:34:05,117.0M,81.9M,6.1G,75:04,0.25 ,18.35 ,,,,,,,,
172,,,,,2016/6/11 11:34,2016/6/11 12:36,00:59:34,41.77,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.78,-0.25,on,[D2 production],,23:26:53,115.9M,81.1M,6.2G,76:04,0.24 ,18.59 ,,,,,,,,
173,,,,,2016/6/11 12:36,2016/6/11 13:36,00:59:56,42.28,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.8k,9.5k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.79,-0.25,on,[D2 production],,23:25:26,117.0M,81.9M,6.3G,77:04,0.25 ,18.84 ,,,,,,,,
174,,,,,2016/6/11 13:36,2016/6/11 14:36,00:59:34,42.02,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.5k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.79,-0.25,on,[D2 production],,23:26:53,116.8M,81.8M,6.4G,78:03,0.25 ,19.09 ,,,,,,,,
175,,,,,2016/6/11 14:36,2016/6/11 15:43,00:58:55,42.2,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.5k,9.5k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],Main Log vol.33,23:29:46,115.8M,81.1M,6.4G,79:02,0.24 ,19.33 ,,,,,,,,
176,,,,,2016/6/11 15:43,2016/6/11 16:43,00:59:10,42.03,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:25:26,116.8M,81.7M,6.5G,80:02,0.25 ,19.58 ,,,,,,,,
177,,,,,2016/6/11 16:43,2016/6/11 17:00,00:16:54,42.14,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.3,-1.41,109.8,-110,3.79,-0.25,on,[D2 production],,23:29:46,31.7M,22.2M,6.5G,80:18,0.07 ,19.64 ,,,,,,,,
178,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,beam,,,00:00:00,,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,"[BPD calib] D5=-1363A, no-signal in BLC2b_L1_1-32ch",,,,,,,,,,,,,,,,
179,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,beam,,,00:00:00,,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,"[BPD calib] D5=-1863A, no-signal in BLC2b_L1_1-32ch",,,,,,,,,,,,,,,,
180,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
181,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
182,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  -1200A,,,,,,,,,,,,,,,,
183,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  -900A,,,,,,,,,,,,,,,,
184,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  -600A,,,,,,,,,,,,,,,,
185,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  -300A,,,,,,,,,,,,,,,,
186,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  0A,,,,,,,,,,,,,,,,
187,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  350A,,,,,,,,,,,,,,,,
188,,,,,2016/6/12 17:00,2016/6/12 17:00,00:00:00,40.17,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[Ushiwaka scan ]  700A,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
190,,,,,2016/6/12 17:59,2016/6/12 19:00,00:59:53,40.94,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.83,-0.27,on,[D2 production],,23:27:36,115.5M,80.9M,6.6G,81:18,0.24 ,19.88 ,,,,,,,,
191,,,,,2016/6/12 19:00,2016/6/12 20:00,00:59:54,40.59,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.84,-0.27,on,[D2 production],,23:27:27,114.8M,80.4M,6.7G,82:18,0.24 ,20.12 ,,,,,,,,
192,,,,,2016/6/12 20:00,2016/6/12 21:01,01:00:22,40.66,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110.1,3.84,-0.26,on,[D2 production],,23:24:17,116.7M,81.7M,6.8G,83:19,0.24 ,20.36 ,,,,,,,,
193,,,,,2016/6/12 21:01,2016/6/12 21:12,00:11:20,40.74,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:25:52,21.3M,14.9M,6.8G,83:30,0.04 ,20.41 ,,,,,,,,
194,,,,,2016/6/12 21:56,2016/6/12 22:55,00:59:09,40.78,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:28:45,115.6M,80.9M,6.9G,84:29,0.24 ,20.65 ,,,,,,,,
195,,,,,2016/6/12 22:55,2016/6/12 23:06,00:10:47,40.77,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:27:19,19.5M,13.6M,6.9G,84:40,0.04 ,20.69 ,,,,,,,,
196,,,,,2016/6/13 3:20,2016/6/13 4:20,00:59:02,41.11,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:26,115.4M,80.8M,7.0G,85:39,0.24 ,20.93 ,,,,,,,,
197,,,,,2016/6/13 4:20,2016/6/13 5:20,00:59:06,40.99,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,115.0M,80.5M,7.1G,86:38,0.24 ,21.17 ,,,,,,,,
198,,,,,2016/6/13 5:20,2016/6/13 6:20,00:58:59,40.89,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:22:34,113.0M,79.1M,7.1G,87:37,0.24 ,21.40 ,,,,,,,,
199,,,,,2016/6/13 6:20,2016/6/13 7:20,01:00:06,41.13,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:29:28,117.4M,82.2M,7.2G,88:37,0.24 ,21.65 ,,,,,,,,
200,,,,,2016/6/13 7:21,2016/6/13 8:21,00:58:55,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:21:07,112.6M,78.8M,7.3G,89:36,0.23 ,21.88 ,,,,,,,,
201,,,,,2016/6/13 8:25,2016/6/13 8:29,00:03:44,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[BPD calib] D5=-1866,,,,,,,,,,,,,,,,
202,,,,,2016/6/13 8:29,2016/6/13 8:33,00:03:46,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[BPD calib] D5=-1366,,,,,,,,,,,,,,,,
203,,,,,2016/6/13 8:34,2016/6/13 8:37,00:02:25,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
204,,,,,2016/6/13 8:37,2016/6/13 8:39,00:02:23,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
205,,,,,2016/6/13 8:40,2016/6/13 8:42,00:02:24,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -1200A,,,,,,,,,,,,,,,,
206,,,,,2016/6/13 8:42,2016/6/13 8:45,00:02:49,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -900A,,,,,,,,,,,,,,,,
207,,,,,2016/6/13 8:46,2016/6/13 8:48,00:02:25,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -600A,,,,,,,,,,,,,,,,
208,,,,,2016/6/13 8:48,2016/6/13 8:51,00:02:20,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  -300A,,,,,,,,,,,,,,,,
209,,,,,2016/6/13 8:51,2016/6/13 8:53,00:02:21,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  0A,,,,,,,,,,,,,,,,
210,,,,,2016/6/13 8:54,2016/6/13 8:56,00:02:20,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  350A,,,,,,,,,,,,,,,,
211,,,,,2016/6/13 8:56,2016/6/13 8:59,00:02:22,40.67,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[Ushiwaka scan ]  700A,,,,,,,,,,,,,,,,
212,,,,,2016/6/13 9:02,2016/6/13 10:08,01:04:39,40.96,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,124.6M,87.2M,7.4G,90:41,0.26 ,22.14 ,,,,,,,,
213,,,,,2016/6/13 10:08,2016/6/13 11:07,00:58:04,40.97,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:24:00,113.4M,79.4M,7.5G,91:39,0.24 ,22.38 ,,,,,,,,
214,,,,,2016/6/13 11:09,2016/6/13 12:08,00:58:57,40.81,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,112.6M,78.8M,7.5G,92:38,0.23 ,22.61 ,,,,,,,,
215,,,,,2016/6/13 12:08,2016/6/13 13:08,00:58:28,41.04,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,112.3M,78.6M,7.6G,93:36,0.24 ,22.85 ,,,,,,,,
216,,,,,2016/6/13 13:08,2016/6/13 14:07,00:58:59,40.89,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:31:12,113.7M,79.6M,7.7G,94:35,0.24 ,23.08 ,,,,,,,,
217,,,,,2016/6/13 14:07,2016/6/13 15:07,00:59:02,40.9,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:32:38,116.2M,81.3M,7.8G,95:34,0.24 ,23.32 ,,,,,,,,
218,,,,,2016/6/13 15:07,2016/6/13 16:09,00:59:02,40.75,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.83,-0.26,on,[D2 production],,23:21:07,115.1M,80.6M,7.9G,96:33,0.24 ,23.56 ,,,,,,,,
219,,,,,2016/6/13 16:09,2016/6/13 17:09,01:00:46,40.7,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:52,117.1M,82.0M,7.9G,97:34,0.24 ,23.80 ,,,,,,,,
220,,,,,2016/6/13 17:09,2016/6/13 18:10,01:00:11,40.78,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:25:18,116.9M,81.8M,8.0G,98:34,0.24 ,24.05 ,,,,,,,,
221,,,,,2016/6/13 18:10,2016/6/13 19:12,01:01:10,40.95,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:24:43,119.5M,83.7M,8.1G,99:35,0.25 ,24.29 ,,,,,,,,
222,,,,,2016/6/13 19:13,2016/6/13 20:13,00:59:33,40.98,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production] CVC-21t 1405->1385V,,23:29:28,115.0M,80.5M,8.2G,100:35,0.24 ,24.53 ,,,,,,,,
223,,,,,2016/6/13 20:13,2016/6/13 21:13,00:59:56,40.69,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.2k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:28:19,115.3M,80.7M,8.3G,101:35,0.24 ,24.77 ,,,,,,,,
224,,,,,2016/6/13 21:13,2016/6/13 22:14,01:01:07,41,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.6k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:26:53,119.1M,83.4M,8.4G,102:36,0.25 ,25.02 ,,,,,,,,
225,,,,,2016/6/13 22:14,2016/6/13 23:14,00:59:18,41.02,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.9,-110.1,3.84,-0.26,on,[D2 production],,23:28:11,114.9M,80.4M,8.4G,103:35,0.24 ,25.26 ,,,,,,,,
