run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,achievement rate,CDH1*K*n scaler,CDH1*K*p scaler,DAQ eff.,CDH1*K*n,CDH1*K*p,integrated CDH1*K*n,integrated CDH1*K*p
63,,,,,2016/6/6 12:20,2016/6/6 12:35,00:15:13,40.71,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC, charge, CDH1*K/100, CDH2*K/20, beam/70k, K/15k)",8.8k,7.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:19:41,29.2M,20.4M,943.2M,11:39,0.06 ,2.82 ,,,,,,,,
64,,,,,2016/6/6 12:48,2016/6/6 13:48,00:58:20,41.39,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC, charge, CDH1*K/100, CDH2*K/20, beam/70k, K/15k)",9k,7.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:19:41,113.2M,79.2M,1.0G,12:37,0.24 ,3.05 ,,,,,,,,
65,,,,,2016/6/6 13:48,2016/6/6 13:51,00:03:00,41.24,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC, charge, CDH1*K/100, CDH2*K/20, beam/70k, K/15k)",9k,7.6k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.82,-0.25,on,[D2 production],Main Log vol.32,23:27:27,5.9M,4.1M,1.0G,12:40,0.01 ,3.07 ,,,,,,,,
66,,,,,2016/6/6 14:35,2016/6/6 15:26,00:51:20,41.07,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC, charge, CDH1*K/100, CDH2*K/20, beam/70k, K/15k)",8.4k,7.5k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:28:19,100.4M,70.3M,1.1G,13:32,0.21 ,3.27 ,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
68,,,,,2016/6/6 15:53,2016/6/6 16:53,01:00:36,41.14,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.8k,7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production] CDH3 was added,,23:29:37,117.4M,82.2M,1.2G,14:32,0.24 ,3.52 ,,,,,,,,
69,,,,,2016/6/6 16:54,2016/6/6 17:53,00:57:47,41.08,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.6k,7.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,"[D2 production] NC=>NC*vCVC*vBVC, data-taking with multi-hit-TDC starts",,23:29:46,110.7M,77.5M,1.3G,15:30,0.23 ,3.75 ,,,,,,,,
70,,,,,2016/6/6 17:55,2016/6/6 18:55,00:59:55,41.09,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.2k,6.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:29:46,115.0M,80.5M,1.3G,16:30,0.24 ,3.99 ,,,,,,,,
71,,,,,2016/6/6 18:56,2016/6/6 19:57,01:00:03,41.09,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.5k,7.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:32:04,116.4M,81.5M,1.4G,17:30,0.24 ,4.24 ,,,,,,,,
72,,,,,2016/6/6 19:57,2016/6/6 20:55,00:58:27,41.46,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.7k,7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.82,-0.25,on,[D2 production],,23:31:12,113.3M,79.3M,1.5G,18:29,0.24 ,4.47 ,,,,,,,,
73,,,,,2016/6/6 21:35,2016/6/6 22:37,01:01:39,41.71,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.8k,7.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.82,-0.25,on,[D2 production],,23:28:19,118.9M,83.3M,1.6G,19:30,0.25 ,4.73 ,,,,,,,,
74,,,,,2016/6/6 22:37,2016/6/6 23:37,00:58:52,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8.9k,7.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:27:35,113.1M,79.1M,1.7G,20:29,0.24 ,4.96 ,,,,,,,,
75,,,,,2016/6/6 23:57,2016/6/7 0:58,00:59:53,40.79,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production] (pi/K)*vBVC were added,,23:29:20,115.0M,80.5M,1.7G,21:29,0.24 ,5.20 ,,,,,,,,
76,,,,,2016/6/7 1:00,2016/6/7 2:00,00:59:39,40.92,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.2k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:31:12,115.3M,80.7M,1.8G,22:29,0.24 ,5.44 ,,,,,,,,
77,,,,,2016/6/7 2:00,2016/6/7 2:53,00:47:12,41.31,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production] scaler assignment was changed: BHDxT0(Proton)=>K(noDEF),,23:28:19,91.5M,64.1M,1.9G,23:16,0.19 ,5.63 ,,,,,,,,
78,,,,,2016/6/7 2:55,2016/6/7 3:55,00:59:16,41.04,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.4k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:16:48,114.5M,80.1M,2.0G,24:15,0.24 ,5.87 ,,,,,,,,
79,,,,,2016/6/7 3:56,2016/6/7 4:56,00:59:01,41.24,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:16:48,114.3M,80.0M,2.0G,25:14,0.24 ,6.12 ,,,,,,,,
80,,,,,2016/6/7 4:56,2016/6/7 5:56,01:00:23,41.1,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.3k,10k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-109.9,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:29:46,116.6M,81.6M,2.1G,26:15,0.24 ,6.36 ,,,,,,,,
81,,,,,2016/6/7 5:56,2016/6/7 6:57,00:59:49,41.23,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:29:46,114.4M,80.1M,2.2G,27:14,0.24 ,6.60 ,,,,,,,,
82,,,,,2016/6/7 6:57,2016/6/7 7:57,00:59:09,42.49,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.82,-0.25,on,[D2 production],,23:29:46,115.4M,80.8M,2.3G,28:13,0.25 ,6.85 ,,,,,,,,
83,,,,,2016/6/7 7:57,2016/6/7 8:45,00:47:43,41.28,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:31:12,92.3M,64.6M,2.4G,29:01,0.19 ,7.04 ,,,,,,,,
84,,,,,2016/6/7 8:50,2016/6/7 9:50,00:58:39,41.38,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.5k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:29:46,114.6M,80.2M,2.4G,30:00,0.24 ,7.28 ,,,,,,,,
85,,,,,2016/6/7 9:50,2016/6/7 10:50,00:59:26,41.42,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:29:46,116.3M,81.4M,2.5G,30:59,0.24 ,7.52 ,,,,,,,,
86,,,,,2016/6/7 10:50,2016/6/7 11:50,00:58:45,41.53,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:26:53,113.9M,79.8M,2.6G,31:58,0.24 ,7.76 ,,,,,,,,
87,,,,,2016/6/7 11:50,2016/6/7 12:50,01:00:15,41.87,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:31:12,118.4M,82.9M,2.7G,32:58,0.25 ,8.01 ,,,,,,,,
88,,,,,2016/6/7 12:51,2016/6/7 13:49,00:56:00,41.57,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:26:53,111.0M,77.7M,2.8G,33:54,0.23 ,8.24 ,,,,,,,,
89,,,,,2016/6/7 13:49,2016/6/7 14:50,01:01:01,41.27,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:28:19,120.3M,84.2M,2.8G,34:55,0.25 ,8.49 ,,,,,,,,
90,,,,,2016/6/7 14:50,2016/6/7 15:36,00:46:09,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:24:00,89.8M,62.9M,2.9G,35:41,0.19 ,8.68 ,,,,,,,,
91,,,,,2016/6/7 15:48,2016/6/7 15:53,00:05:15,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[BPD calib] D5=-1863A,,,,,,,,,,,,,,,,
92,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[BPD calib] D5=-1363A,,,,,,,,,,,,,,,,
93,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
94,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
95,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  -1200A,,,,,,,,,,,,,,,,
96,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  -900A,,,,,,,,,,,,,,,,
97,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  -600A,,,,,,,,,,,,,,,,
98,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  -300A,,,,,,,,,,,,,,,,
99,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  0A,,,,,,,,,,,,,,,,
100,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  350A,,,,,,,,,,,,,,,,
101,,,,,2016/6/7 15:53,2016/6/7 15:53,00:00:00,41.25,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[Ushiwaka scan ]  700A,,,,,,,,,,,,,,,,
102,,,,,2016/6/7 16:23,2016/6/7 17:24,00:59:48,41.33,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:28:10,116.2M,81.3M,3.0G,36:41,0.24 ,8.92 ,,,,,,,,
103,,,,,2016/6/7 17:24,2016/6/7 18:24,01:00:03,41.12,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:28:19,117.9M,82.5M,3.1G,37:41,0.24 ,9.17 ,,,,,,,,
104,,,,,2016/6/7 18:24,2016/6/7 19:24,00:59:44,41.09,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:34:05,115.7M,81.0M,3.1G,38:41,0.24 ,9.41 ,,,,,,,,
105,,,,,2016/6/7 19:25,2016/6/7 20:25,00:58:57,41.59,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production] DEF-bias + 0.1V,,23:26:53,112.9M,79.0M,3.2G,39:40,0.24 ,9.65 ,,,,,,,,
106,,,,,2016/6/7 20:25,2016/6/7 21:26,00:59:06,41.68,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:26:53,116.1M,81.2M,3.3G,40:39,0.24 ,9.89 ,,,,,,,,
107,,,,,2016/6/7 21:26,2016/6/7 22:26,00:58:56,41.34,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:20:07,113.2M,79.3M,3.4G,41:38,0.24 ,10.13 ,,,,,,,,
108,,,,,2016/6/7 22:26,2016/6/7 23:27,01:00:14,41.3,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:32:38,118.1M,82.7M,3.5G,42:38,0.25 ,10.38 ,,,,,,,,
109,,,,,2016/6/7 23:27,2016/6/8 0:27,00:59:14,41.27,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:26:53,116.2M,81.3M,3.6G,43:37,0.24 ,10.62 ,,,,,,,,
110,,,,,2016/6/8 0:27,2016/6/8 1:28,01:00:29,41.52,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:31:12,117.5M,82.3M,3.6G,44:38,0.25 ,10.86 ,,,,,,,,
111,,,,,2016/6/8 1:28,2016/6/8 2:27,00:59:45,41.22,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:28:19,115.7M,81.0M,3.7G,45:38,0.24 ,11.11 ,,,,,,,,
112,,,,,2016/6/8 2:27,2016/6/8 2:59,00:30:52,41.48,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.1k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-110,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:28:19,58.6M,41.0M,3.8G,46:09,0.12 ,11.23 ,,,,,,,,
113,,,,,2016/6/9 1:02,2016/6/9 1:34,00:31:22,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,beam,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[BPD calib] D5=-1863A,,,,,,,,,,,,,,,,
114,,,,,2016/6/9 1:34,2016/6/9 1:38,00:03:42,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,beam,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[BPD calib] D5=-1363A,,,,,,,,,,,,,,,,
115,,,,,2016/6/9 1:38,2016/6/9 1:41,00:02:20,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
